gene_oid	gene_length	percent_identity	query_start	query_end	subj_start	subj_end	evalue	bit_score	ko_id	ko_name	EC	img_ko_flag
637449587	154	85.7	1	154	1	154	0.0e+00	302.8	KO:K01737	6-pyruvoyltetrahydropterin/6-carboxytetrahydropterin synthase [EC:4.2.3.12 4.1.2.50]	EC:4.2.3.12	Yes
637449588	860	100	1	860	1	860	0.0e+00	1652.1	KO:K03695	ATP-dependent Clp protease ATP-binding subunit ClpB		Yes
637449589	116	100	1	116	1	116	0.0e+00	235	KO:K02638	plastocyanin		Yes
637449591	346	100	1	346	1	346	0.0e+00	693.7	KO:K01599	uroporphyrinogen decarboxylase [EC:4.1.1.37]	EC:4.1.1.37	Yes
637449592	754	100	1	754	1	754	0.0e+00	1630.5	KO:K00700	1,4-alpha-glucan branching enzyme [EC:2.4.1.18]	EC:2.4.1.18	Yes
637449593	525	100	1	525	1	525	0.0e+00	1093.6	KO:K06978			Yes
637449598	436	100	1	436	1	436	0.0e+00	850.9	KO:K00147	glutamate-5-semialdehyde dehydrogenase [EC:1.2.1.41]	EC:1.2.1.41	Yes
637449599	120	100	1	120	1	120	0.0e+00	243.4	KO:K01633	dihydroneopterin aldolase [EC:4.1.2.25]	EC:4.1.2.25	Yes
637449600	197	100	1	197	1	197	0.0e+00	403.3	KO:K01046	triacylglycerol lipase [EC:3.1.1.3]	EC:3.1.1.3	Yes
637449601	695	100	1	695	1	695	0.0e+00	1398.6	KO:K01414	oligopeptidase A [EC:3.4.24.70]	EC:3.4.24.70	Yes
637449602	494	100	1	494	23	516	0.0e+00	944.1	KO:K05575	NAD(P)H-quinone oxidoreductase subunit 4 [EC:1.6.5.3]	EC:1.6.5.3	Yes
637449603	315	100	1	315	1	315	0.0e+00	625.9	KO:K00872	homoserine kinase [EC:2.7.1.39]	EC:2.7.1.39	Yes
637449604	345	100	1	345	1	345	0.0e+00	699.1	KO:K00845	glucokinase [EC:2.7.1.2]	EC:2.7.1.2	Yes
637449605	638	100	1	638	1	638	0.0e+00	1298.9	KO:K01868	threonyl-tRNA synthetase [EC:6.1.1.3]	EC:6.1.1.3	Yes
637449606	338	100	1	338	1	338	0.0e+00	674.9	KO:K01867	tryptophanyl-tRNA synthetase [EC:6.1.1.2]	EC:6.1.1.2	Yes
637449609	300	100	1	300	1	300	0.0e+00	597.4	KO:K11601	manganese transport system substrate-binding protein		Yes
637449610	254	100	1	254	1	254	0.0e+00	501.5	KO:K11603	manganese transport system ATP-binding protein		Yes
637449611	290	100	1	290	1	290	0.0e+00	558.5	KO:K11602	manganese transport system permease protein		Yes
637449614	194	100	1	194	1	194	0.0e+00	397.5	KO:K03100	signal peptidase I [EC:3.4.21.89]	EC:3.4.21.89	Yes
637449615	588	100	1	588	1	588	0.0e+00	1159.1	KO:K02551	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase [EC:2.2.1.9]	EC:2.2.1.9	Yes
637449616	285	100	1	285	1	285	0.0e+00	576.6	KO:K01661	naphthoate synthase [EC:4.1.3.36]	EC:4.1.3.36	Yes
637449617	483	100	1	483	1	483	0.0e+00	1006.1	KO:K00703	starch synthase [EC:2.4.1.21]	EC:2.4.1.21	Yes
637449618	456	100	1	456	1	456	0.0e+00	914.1	KO:K01929	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase [EC:6.3.2.10]	EC:6.3.2.10	Yes
637449619	449	100	1	449	1	449	0.0e+00	887.9	KO:K04042	bifunctional UDP-N-acetylglucosamine pyrophosphorylase / Glucosamine-1-phosphate N-acetyltransferase [EC:2.7.7.23 2.3.1.157]	EC:2.3.1.157	Yes
637449619	449	100	1	449	1	449	0.0e+00	887.9	KO:K04042	bifunctional UDP-N-acetylglucosamine pyrophosphorylase / Glucosamine-1-phosphate N-acetyltransferase [EC:2.7.7.23 2.3.1.157]	EC:2.7.7.23	Yes
637449621	438	100	1	438	1	438	0.0e+00	855.9	KO:K00800	3-phosphoshikimate 1-carboxyvinyltransferase [EC:2.5.1.19]	EC:2.5.1.19	Yes
637449622	207	100	1	207	1	207	0.0e+00	412.1	KO:K05979	2-phosphosulfolactate phosphatase [EC:3.1.3.71]	EC:3.1.3.71	Yes
637449623	275	95.3	1	275	1	275	0.0e+00	533.1	KO:K01501	nitrilase [EC:3.5.5.1]	EC:3.5.5.1	Yes
637449624	362	100	1	362	1	362	0.0e+00	723.4	KO:K01448	N-acetylmuramoyl-L-alanine amidase [EC:3.5.1.28]	EC:3.5.1.28	Yes
637449625	264	100	1	264	1	264	0.0e+00	529.3	KO:K01776	glutamate racemase [EC:5.1.1.3]	EC:5.1.1.3	Yes
637449626	323	100	1	323	1	323	0.0e+00	627.9	KO:K05356	all-trans-nonaprenyl-diphosphate synthase [EC:2.5.1.84 2.5.1.85]	EC:2.5.1.84	Yes
637449626	323	100	1	323	1	323	0.0e+00	627.9	KO:K05356	all-trans-nonaprenyl-diphosphate synthase [EC:2.5.1.84 2.5.1.85]	EC:2.5.1.85	Yes
637449627	660	100	1	660	1	660	0.0e+00	1343.6	KO:K01895	acetyl-CoA synthetase [EC:6.2.1.1]	EC:6.2.1.1	Yes
637449629	270	100	1	270	1	270	0.0e+00	550.1	KO:K02342	DNA polymerase III subunit epsilon [EC:2.7.7.7]	EC:2.7.7.7	Yes
637449631	429	100	1	429	1	429	0.0e+00	844.3	KO:K01892	histidyl-tRNA synthetase [EC:6.1.1.21]	EC:6.1.1.21	Yes
637449635	352	100	1	352	1	352	0.0e+00	722.2	KO:K08918	chlorophyll a/b binding light-harvesting protein PcbA		Yes
637449636	457	100	1	457	1	457	0.0e+00	884.8	KO:K03312	glutamate:Na+ symporter, ESS family		Yes
637449638	219	100	1	219	1	219	0.0e+00	464.5	KO:K00799	glutathione S-transferase [EC:2.5.1.18]	EC:2.5.1.18	Yes
637449641	427	100	1	427	1	427	0.0e+00	877.5	KO:K06444	lycopene epsilon-cyclase [EC:5.5.1.18]	EC:5.5.1.18	Yes
637449642	333	100	1	333	1	333	0.0e+00	655.2	KO:K00218	protochlorophyllide reductase [EC:1.3.1.33]	EC:1.3.1.33	Yes
637449645	150	100	1	150	1	150	0.0e+00	299.3	KO:K03711	Fur family transcriptional regulator, ferric uptake regulator		Yes
637449647	403	100	1	403	1	403	0.0e+00	804.7	KO:K05978	glucosylglycerol 3-phosphatase [EC:3.1.3.69]	EC:3.1.3.69	Yes
637449650	442	100	1	442	1	442	0.0e+00	890.6	KO:K01740	O-acetylhomoserine (thiol)-lyase [EC:2.5.1.49]	EC:2.5.1.49	Yes
637449651	296	100	1	296	1	296	0.0e+00	623.2	KO:K00651	homoserine O-succinyltransferase [EC:2.3.1.46]	EC:2.3.1.46	Yes
637449652	522	100	1	522	1	522	0.0e+00	1001.1	KO:K03321	sulfate permease, SulP family		Yes
637449654	407	86.3	28	407	1	375	0.0e+00	671.4	KO:K03795	sirohydrochlorin cobaltochelatase [EC:4.99.1.3]	EC:4.99.1.3	Yes
637449661	129	100	1	129	1	129	0.0e+00	269.2	KO:K01759	lactoylglutathione lyase [EC:4.4.1.5]	EC:4.4.1.5	Yes
637449666	240	100	1	240	1	240	0.0e+00	476.1	KO:K06183	16S rRNA pseudouridine516 synthase [EC:5.4.99.19]	EC:5.4.99.19	Yes
637449668	249	100	1	249	1	249	0.0e+00	504.2	KO:K01972	DNA ligase (NAD+) [EC:6.5.1.2]	EC:6.5.1.2	Yes
637449670	802	100	1	802	1	802	0.0e+00	1637.9	KO:K00524	ribonucleotide reductase, class II [EC:1.17.4.1]	EC:1.17.4.1	Yes
637449672	545	100	1	545	1	545	0.0e+00	1089.7	KO:K02837	peptide chain release factor 3		Yes
637449674	300	100	1	300	1	300	0.0e+00	585.1	KO:K04083	molecular chaperone Hsp33		Yes
637449675	215	100	1	215	1	215	0.0e+00	427.6	KO:K16787	energy-coupling factor transport system ATP-binding protein [EC:3.6.3.-]	EC:3.6.3.-	Yes
637449677	257	100	1	257	1	257	0.0e+00	518.1	KO:K09761	16S rRNA (uracil1498-N3)-methyltransferase [EC:2.1.1.193]	EC:2.1.1.193	Yes
637449680	500	100	1	500	1	500	0.0e+00	967.2	KO:K02042	phosphonate transport system permease protein		Yes
637449681	245	100	1	245	1	245	0.0e+00	478.8	KO:K02041	phosphonate transport system ATP-binding protein [EC:3.6.3.28]	EC:3.6.3.28	Yes
637449682	301	100	1	301	1	301	0.0e+00	595.9	KO:K02044	phosphonate transport system substrate-binding protein		Yes
637449683	393	100	1	393	1	393	0.0e+00	777.7	KO:K00812	aspartate aminotransferase [EC:2.6.1.1]	EC:2.6.1.1	Yes
637449684	167	100	1	167	1	167	0.0e+00	337	KO:K02334	DNA polymerase bacteriophage-type [EC:2.7.7.7]	EC:2.7.7.7	Yes
637449685	405	100	1	405	1	405	0.0e+00	802.7	KO:K03526	(E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase [EC:1.17.7.1]	EC:1.17.7.1	Yes
637449686	429	100	1	429	1	429	0.0e+00	832.8	KO:K03797	carboxyl-terminal processing protease [EC:3.4.21.102]	EC:3.4.21.102	Yes
637449687	304	100	1	304	1	304	0.0e+00	620.2	KO:K03517	quinolinate synthase [EC:2.5.1.72]	EC:2.5.1.72	Yes
637449691	363	100	1	363	1	363	0.0e+00	717.2	KO:K01735	3-dehydroquinate synthase [EC:4.2.3.4]	EC:4.2.3.4	Yes
637449692	396	100	1	396	1	396	0.0e+00	799.3	KO:K01589	5-(carboxyamino)imidazole ribonucleotide synthase [EC:6.3.4.18]	EC:6.3.4.18	Yes
637449713	351	100	1	351	1	351	0.0e+00	681.4	KO:K10716	voltage-gated potassium channel		Yes
637449714	242	100	1	242	1	242	0.0e+00	477.6	KO:K07657	two-component system, OmpR family, phosphate regulon response regulator PhoB		Yes
637449715	382	100	1	382	1	382	0.0e+00	751.1	KO:K07636	two-component system, OmpR family, phosphate regulon sensor histidine kinase PhoR [EC:2.7.13.3]	EC:2.7.13.3	Yes
637449717	760	67.2	1	760	1	754	0.0e+00	1039.3	KO:K01077	alkaline phosphatase [EC:3.1.3.1]	EC:3.1.3.1	Yes
637449719	323	100	1	323	1	323	0.0e+00	643.7	KO:K02040	phosphate transport system substrate-binding protein		Yes
637449720	408	100	1	408	1	408	0.0e+00	790	KO:K07240	chromate transporter		Yes
637449722	340	100	1	340	1	340	0.0e+00	683.7	KO:K00134	glyceraldehyde 3-phosphate dehydrogenase [EC:1.2.1.12]	EC:1.2.1.12	Yes
637449723	126	100	1	126	1	126	0.0e+00	252.3	KO:K03892	ArsR family transcriptional regulator		Yes
637449725	321	100	1	321	1	321	0.0e+00	612.8	KO:K03325	arsenite transporter, ACR3 family		Yes
637449732	315	100	1	315	1	315	0.0e+00	605.9	KO:K02037	phosphate transport system permease protein		Yes
637449733	297	100	1	297	1	297	0.0e+00	570.9	KO:K02038	phosphate transport system permease protein		Yes
637449734	269	100	1	269	1	269	0.0e+00	538.9	KO:K02036	phosphate transport system ATP-binding protein [EC:3.6.3.27]	EC:3.6.3.27	Yes
637449737	825	100	1	825	1	825	0.0e+00	1641.3	KO:K03724	ATP-dependent helicase Lhr and Lhr-like helicase [EC:3.6.4.-]	EC:3.6.4.-	Yes
637449738	545	100	1	545	1	545	0.0e+00	1089.3	KO:K01971	DNA ligase (ATP) [EC:6.5.1.1]	EC:6.5.1.1	Yes
637449739	330	100	1	330	1	330	0.0e+00	670.2	KO:K07577	putative mRNA 3-end processing factor		Yes
637449749	34	100	1	34	1	34	1.3e-12	72.4	KO:K03689	cytochrome b6-f complex subunit 8		Yes
637449751	196	100	1	196	1	196	0.0e+00	386	KO:K01358	ATP-dependent Clp protease, protease subunit [EC:3.4.21.92]	EC:3.4.21.92	Yes
637449752	637	100	1	637	1	637	0.0e+00	1234.2	KO:K03798	cell division protease FtsH [EC:3.4.24.-]	EC:3.4.24.-	Yes
637449754	409	100	1	409	1	409	0.0e+00	823.5	KO:K01423			Yes
637449755	416	100	1	416	1	416	0.0e+00	841.3	KO:K01423			Yes
637449756	241	100	1	241	1	241	0.0e+00	480.3	KO:K05371	phycocyanobilin:ferredoxin oxidoreductase [EC:1.3.7.5]	EC:1.3.7.5	Yes
637449757	305	100	1	305	1	305	0.0e+00	580.9	KO:K02005	HlyD family secretion protein		Yes
637449758	391	100	1	391	1	391	0.0e+00	764.2	KO:K02004	putative ABC transport system permease protein		Yes
637449759	240	100	1	240	1	240	0.0e+00	471.9	KO:K02003	putative ABC transport system ATP-binding protein		Yes
637449762	234	100	1	234	1	234	0.0e+00	469.5	KO:K02967	small subunit ribosomal protein S2		Yes
637449763	218	100	1	218	1	218	0.0e+00	424.5	KO:K02357	elongation factor Ts		Yes
637449765	818	100	1	818	1	818	0.0e+00	1590.9	KO:K03655	ATP-dependent DNA helicase RecG [EC:3.6.4.12]	EC:3.6.4.12	Yes
637449766	228	100	1	228	1	228	0.0e+00	487.6	KO:K08641	D-alanyl-D-alanine dipeptidase [EC:3.4.13.22]	EC:3.4.13.22	Yes
637449767	596	100	1	596	1	596	0.0e+00	1199.1	KO:K00392	sulfite reductase (ferredoxin) [EC:1.8.7.1]	EC:1.8.7.1	Yes
637449768	720	100	1	720	1	720	0.0e+00	1414.1	KO:K01879	glycyl-tRNA synthetase beta chain [EC:6.1.1.14]	EC:6.1.1.14	Yes
637449769	443	100	1	443	1	443	0.0e+00	883.6	KO:K10960	geranylgeranyl reductase [EC:1.3.1.83]	EC:1.3.1.83	Yes
637449770	243	100	1	243	1	243	0.0e+00	487.6	KO:K07260	D-alanyl-D-alanine carboxypeptidase [EC:3.4.16.4]	EC:3.4.16.4	Yes
637449771	600	100	1	600	1	600	0.0e+00	1184.9	KO:K06207	GTP-binding protein		Yes
637449772	127	100	1	127	1	127	0.0e+00	260.8	KO:K09763	hypothetical protein		Yes
637449773	242	100	1	242	1	242	0.0e+00	473.4	KO:K06861	lipopolysaccharide export system ATP-binding protein [EC:3.6.3.-]	EC:3.6.3.-	Yes
637449775	251	100	1	251	1	251	0.0e+00	515	KO:K01783	ribulose-phosphate 3-epimerase [EC:5.1.3.1]	EC:5.1.3.1	Yes
637449776	333	100	1	333	1	333	0.0e+00	657.9	KO:K11532	fructose-1,6-bisphosphatase II / sedoheptulose-1,7-bisphosphatase [EC:3.1.3.11 3.1.3.37]	EC:3.1.3.11	Yes
637449776	333	100	1	333	1	333	0.0e+00	657.9	KO:K11532	fructose-1,6-bisphosphatase II / sedoheptulose-1,7-bisphosphatase [EC:3.1.3.11 3.1.3.37]	EC:3.1.3.37	Yes
637449777	433	100	1	433	1	433	0.0e+00	822.4	KO:K02492	glutamyl-tRNA reductase [EC:1.2.1.70]	EC:1.2.1.70	Yes
637449778	431	100	1	431	1	431	0.0e+00	862.8	KO:K00975	glucose-1-phosphate adenylyltransferase [EC:2.7.7.27]	EC:2.7.7.27	Yes
637449779	472	100	1	472	1	472	0.0e+00	935.3	KO:K00033	6-phosphogluconate dehydrogenase [EC:1.1.1.44]	EC:1.1.1.44	Yes
637449780	245	100	1	245	1	245	0.0e+00	483.8	KO:K01057	6-phosphogluconolactonase [EC:3.1.1.31]	EC:3.1.1.31	Yes
637449783	559	100	1	559	1	559	0.0e+00	1089.7	KO:K01687	dihydroxy-acid dehydratase [EC:4.2.1.9]	EC:4.2.1.9	Yes
637449785	205	100	1	205	1	205	0.0e+00	414.5	KO:K00761	uracil phosphoribosyltransferase [EC:2.4.2.9]	EC:2.4.2.9	Yes
637449787	351	100	1	351	1	351	0.0e+00	699.9	KO:K02234	cobalamin biosynthesis protein CobW		Yes
637449788	83	100	1	83	1	83	8.5e-39	160.6	KO:K01952	phosphoribosylformylglycinamidine synthase [EC:6.3.5.3]	EC:6.3.5.3	Yes
637449789	221	100	1	221	1	221	0.0e+00	459.9	KO:K01952	phosphoribosylformylglycinamidine synthase [EC:6.3.5.3]	EC:6.3.5.3	Yes
637449790	357	100	1	357	1	357	0.0e+00	716.8	KO:K01624	fructose-bisphosphate aldolase, class II [EC:4.1.2.13]	EC:4.1.2.13	Yes
637449791	367	79.2	7	367	5	365	0.0e+00	590.5	KO:K00540			Yes
637449793	292	100	1	292	1	292	0.0e+00	581.3	KO:K01963	acetyl-CoA carboxylase carboxyl transferase subunit beta [EC:6.4.1.2]	EC:6.4.1.2	Yes
637449794	299	100	1	299	1	299	0.0e+00	615.1	KO:K00855	phosphoribulokinase [EC:2.7.1.19]	EC:2.7.1.19	Yes
637449795	357	100	1	357	1	357	0.0e+00	691.8	KO:K00052	3-isopropylmalate dehydrogenase [EC:1.1.1.85]	EC:1.1.1.85	Yes
637449796	344	100	1	344	1	344	0.0e+00	684.5	KO:K02536	UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase [EC:2.3.1.191]	EC:2.3.1.191	Yes
637449797	360	100	1	360	1	360	0.0e+00	699.1	KO:K00931	glutamate 5-kinase [EC:2.7.2.11]	EC:2.7.2.11	Yes
637449798	164	100	1	164	1	164	0.0e+00	319.3	KO:K07015			Yes
637449800	151	100	1	151	1	151	0.0e+00	305.1	KO:K07447	putative holliday junction resolvase [EC:3.1.-.-]	EC:3.1.-	Yes
637449805	255	100	1	255	1	255	0.0e+00	498.4	KO:K01814	phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase [EC:5.3.1.16]	EC:5.3.1.16	Yes
637449807	180	100	1	180	1	180	0.0e+00	355.5	KO:K00995	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase [EC:2.7.8.5]	EC:2.7.8.5	Yes
637449811	217	100	1	217	1	217	0.0e+00	442.2	KO:K10773	endonuclease III [EC:4.2.99.18]	EC:4.2.99.18	Yes
637449812	352	100	1	352	1	352	0.0e+00	706.4	KO:K02010	iron(III) transport system ATP-binding protein [EC:3.6.3.30]	EC:3.6.3.30	Yes
637449816	268	100	1	268	1	268	0.0e+00	525.8	KO:K02013	iron complex transport system ATP-binding protein [EC:3.6.3.34]	EC:3.6.3.34	Yes
637449831	321	100	1	321	1	321	0.0e+00	642.5	KO:K01424	L-asparaginase [EC:3.5.1.1]	EC:3.5.1.1	Yes
637449833	114	100	1	114	1	114	0.0e+00	226.9	KO:K09710	ribosome-associated protein		Yes
637449835	1099	100	1	1099	1	1099	0.0e+00	2159.8	KO:K01955	carbamoyl-phosphate synthase large subunit [EC:6.3.5.5]	EC:6.3.5.5	Yes
637449837	606	100	1	606	1	606	0.0e+00	1165.6	KO:K06147	ATP-binding cassette, subfamily B, bacterial		Yes
637449838	58	100	1	58	1	58	7.6e-26	117.1	KO:K14761	ribosome-associated protein		Yes
637449839	230	100	1	230	12	241	0.0e+00	462.2	KO:K01803	triosephosphate isomerase (TIM) [EC:5.3.1.1]	EC:5.3.1.1	Yes
637449840	280	100	1	280	1	280	0.0e+00	568.5	KO:K00796	dihydropteroate synthase [EC:2.5.1.15]	EC:2.5.1.15	Yes
637449841	1335	100	1	1335	1	1335	0.0e+00	2657.1	KO:K03403	magnesium chelatase subunit H [EC:6.6.1.1]	EC:6.6.1.1	Yes
637449842	282	100	1	282	1	282	0.0e+00	553.5	KO:K00215	4-hydroxy-tetrahydrodipicolinate reductase [EC:1.17.1.8]	EC:1.17.1.8	Yes
637449844	384	100	1	384	1	384	0.0e+00	770.4	KO:K03185	2-octaprenyl-6-methoxyphenol hydroxylase [EC:1.14.13.-]	EC:1.14.13.-	Yes
637449849	1171	100	1	1171	1	1171	0.0e+00	2314.3	KO:K03723	transcription-repair coupling factor (superfamily II helicase) [EC:3.6.4.-]	EC:3.6.4.-	Yes
637449851	328	100	1	328	1	328	0.0e+00	647.1	KO:K00604	methionyl-tRNA formyltransferase [EC:2.1.2.9]	EC:2.1.2.9	Yes
637449852	450	100	1	450	1	450	0.0e+00	889	KO:K03592	PmbA protein		Yes
637449853	474	100	1	474	1	474	0.0e+00	934.5	KO:K03568	TldD protein		Yes
637449854	390	100	1	390	1	390	0.0e+00	797.3	KO:K04035	magnesium-protoporphyrin IX monomethyl ester (oxidative) cyclase [EC:1.14.13.81]	EC:1.14.13.81	Yes
637449857	739	79.6	1	739	1	740	0.0e+00	1210.7	KO:K12573	ribonuclease R [EC:3.1.-.-]	EC:3.1.-	Yes
637449860	115	100	1	115	1	115	0.0e+00	246.5	KO:K06940			Yes
637449863	58	100	1	58	1	58	4.4e-26	117.9	KO:K02911	large subunit ribosomal protein L32		Yes
637449864	584	100	1	584	1	584	0.0e+00	1119	KO:K03798	cell division protease FtsH [EC:3.4.24.-]	EC:3.4.24.-	Yes
637449866	194	100	1	194	1	194	0.0e+00	404.4	KO:K03386	peroxiredoxin (alkyl hydroperoxide reductase subunit C) [EC:1.11.1.15]	EC:1.11.1.15	Yes
637449874	160	100	1	160	1	160	0.0e+00	323.6	KO:K03216	tRNA (cytidine/uridine-2'-O-)-methyltransferase [EC:2.1.1.207]	EC:2.1.1.207	Yes
637449875	182	100	1	182	1	182	0.0e+00	363.6	KO:K02231	adenosylcobinamide kinase / adenosylcobinamide-phosphate guanylyltransferase [EC:2.7.1.156 2.7.7.62]	EC:2.7.1.156	Yes
637449875	182	100	1	182	1	182	0.0e+00	363.6	KO:K02231	adenosylcobinamide kinase / adenosylcobinamide-phosphate guanylyltransferase [EC:2.7.1.156 2.7.7.62]	EC:2.7.7.62	Yes
637449879	511	100	1	511	1	511	0.0e+00	1052.4	KO:K01874	methionyl-tRNA synthetase [EC:6.1.1.10]	EC:6.1.1.10	Yes
637449880	394	100	1	394	1	394	0.0e+00	780	KO:K01147	exoribonuclease II [EC:3.1.13.1]	EC:3.1.13.1	Yes
637449881	73	100	1	73	1	73	1.1e-34	146.7	KO:K02963	small subunit ribosomal protein S18		Yes
637449882	64	100	1	64	1	64	5.6e-30	131	KO:K02913	large subunit ribosomal protein L33		Yes
637449883	821	100	1	821	1	821	0.0e+00	1621.7	KO:K01890	phenylalanyl-tRNA synthetase beta chain [EC:6.1.1.20]	EC:6.1.1.20	Yes
637449886	276	100	1	276	1	276	0.0e+00	583.9	KO:K00988	ATP adenylyltransferase [EC:2.7.7.53]	EC:2.7.7.53	Yes
637449887	130	100	1	130	1	130	0.0e+00	282	KO:K09966	hypothetical protein		Yes
637449889	1186	100	1	1186	1	1186	0.0e+00	2347.8	KO:K00548	5-methyltetrahydrofolate--homocysteine methyltransferase [EC:2.1.1.13]	EC:2.1.1.13	Yes
637449890	304	100	1	304	1	304	0.0e+00	602.8	KO:K00826	branched-chain amino acid aminotransferase [EC:2.6.1.42]	EC:2.6.1.42	Yes
637449891	1245	100	1	1245	1	1245	0.0e+00	2509.9	KO:K02230	cobaltochelatase CobN [EC:6.6.1.2]	EC:6.6.1.2	Yes
637449892	215	100	1	215	1	215	0.0e+00	446	KO:K07053			Yes
637449893	199	100	1	199	1	199	0.0e+00	394	KO:K08973	putative membrane protein		Yes
637449894	656	100	1	656	1	656	0.0e+00	1299.6	KO:K03703	excinuclease ABC subunit C		Yes
637449896	159	100	1	159	1	159	0.0e+00	313.9	KO:K00954	pantetheine-phosphate adenylyltransferase [EC:2.7.7.3]	EC:2.7.7.3	Yes
637449897	323	100	1	323	1	323	0.0e+00	646.7	KO:K07259	D-alanyl-D-alanine carboxypeptidase / D-alanyl-D-alanine-endopeptidase (penicillin-binding protein 4) [EC:3.4.16.4 3.4.21.-]	EC:3.4.16.4	Yes
637449897	323	100	1	323	1	323	0.0e+00	646.7	KO:K07259	D-alanyl-D-alanine carboxypeptidase / D-alanyl-D-alanine-endopeptidase (penicillin-binding protein 4) [EC:3.4.16.4 3.4.21.-]	EC:3.4.21.-	Yes
637449899	390	100	1	390	1	390	0.0e+00	778.1	KO:K04487	cysteine desulfurase [EC:2.8.1.7]	EC:2.8.1.7	Yes
637449900	286	100	1	286	1	286	0.0e+00	585.1	KO:K01778	diaminopimelate epimerase [EC:5.1.1.7]	EC:5.1.1.7	Yes
637449901	858	100	1	858	1	858	0.0e+00	1748.8	KO:K01869	leucyl-tRNA synthetase [EC:6.1.1.4]	EC:6.1.1.4	Yes
637449902	526	100	1	526	1	526	0.0e+00	1051.6	KO:K01810	glucose-6-phosphate isomerase [EC:5.3.1.9]	EC:5.3.1.9	Yes
637449903	218	100	1	218	1	218	0.0e+00	427.6	KO:K11175	phosphoribosylglycinamide formyltransferase 1 [EC:2.1.2.2]	EC:2.1.2.2	Yes
637449904	351	100	1	351	1	351	0.0e+00	708	KO:K00145	N-acetyl-gamma-glutamyl-phosphate reductase [EC:1.2.1.38]	EC:1.2.1.38	Yes
637449905	577	100	1	577	1	577	0.0e+00	1147.9	KO:K14652	3,4-dihydroxy 2-butanone 4-phosphate synthase / GTP cyclohydrolase II [EC:4.1.99.12 3.5.4.25]	EC:3.5.4.25	Yes
637449905	577	100	1	577	1	577	0.0e+00	1147.9	KO:K14652	3,4-dihydroxy 2-butanone 4-phosphate synthase / GTP cyclohydrolase II [EC:4.1.99.12 3.5.4.25]	EC:4.1.99.12	Yes
637449906	145	100	1	145	1	145	0.0e+00	299.7	KO:K03768	peptidyl-prolyl cis-trans isomerase B (cyclophilin B) [EC:5.2.1.8]	EC:5.2.1.8	Yes
637449909	665	95.5	1	665	1	665	0.0e+00	1257.7	KO:K04043	molecular chaperone DnaK		Yes
637449911	124	100	1	124	1	124	0.0e+00	259.2	KO:K02639	ferredoxin		Yes
637449912	282	100	1	282	1	282	0.0e+00	566.6	KO:K01092	myo-inositol-1(or 4)-monophosphatase [EC:3.1.3.25]	EC:3.1.3.25	Yes
637449913	383	100	1	383	1	383	0.0e+00	762.3	KO:K02502	ATP phosphoribosyltransferase regulatory subunit		Yes
637449914	634	100	1	634	1	634	0.0e+00	1263.4	KO:K04079	molecular chaperone HtpG		Yes
637449915	78	100	1	78	1	78	1.0e-38	160.2	KO:K02902	large subunit ribosomal protein L28		Yes
637449916	177	100	1	177	1	177	0.0e+00	362.1	KO:K03564	peroxiredoxin Q/BCP [EC:1.11.1.15]	EC:1.11.1.15	Yes
637449919	87	100	1	87	1	87	9.2e-44	177.2	KO:K02698	photosystem I subunit X		Yes
637449920	637	100	1	637	1	637	0.0e+00	1258	KO:K01662	1-deoxy-D-xylulose-5-phosphate synthase [EC:2.2.1.7]	EC:2.2.1.7	Yes
637449921	513	100	1	513	1	513	0.0e+00	1014.6	KO:K01754	threonine dehydratase [EC:4.3.1.19]	EC:4.3.1.19	Yes
637449922	160	100	1	160	1	160	0.0e+00	310.5	KO:K06024	segregation and condensation protein B		Yes
637449923	92	100	1	92	1	92	2.8e-45	182.6	KO:K02221	YggT family protein		Yes
637449925	596	100	1	596	1	596	0.0e+00	1152.1	KO:K00873	pyruvate kinase [EC:2.7.1.40]	EC:2.7.1.40	Yes
637449926	409	100	1	409	1	409	0.0e+00	771.2	KO:K02004	putative ABC transport system permease protein		Yes
637449927	190	100	1	190	1	190	0.0e+00	378.6	KO:K03523	biotin transport system substrate-specific component		Yes
637449928	153	100	1	153	1	153	0.0e+00	300.1	KO:K03101	signal peptidase II [EC:3.4.23.36]	EC:3.4.23.36	Yes
637449929	500	100	1	500	1	500	0.0e+00	961.1	KO:K06883			Yes
637449930	460	100	1	460	1	460	0.0e+00	918.3	KO:K01618			Yes
637449931	165	81.2	1	165	1	165	0.0e+00	287.7	KO:K01485	cytosine deaminase [EC:3.5.4.1]	EC:3.5.4.1	Yes
637449932	394	100	1	394	1	394	0.0e+00	798.1	KO:K00830	alanine-glyoxylate transaminase / serine-glyoxylate transaminase / serine-pyruvate transaminase [EC:2.6.1.44 2.6.1.45 2.6.1.51]	EC:2.6.1.44	Yes
637449932	394	100	1	394	1	394	0.0e+00	798.1	KO:K00830	alanine-glyoxylate transaminase / serine-glyoxylate transaminase / serine-pyruvate transaminase [EC:2.6.1.44 2.6.1.45 2.6.1.51]	EC:2.6.1.45	Yes
