gene_oid	gene_length	query_start	query_end	evalue	bit_score	tigrfam_id	tigrfam_name
637450498	433	17	431	0.0e+00	477.3	TIGR00508	adenosylmethionine-8-amino-7-oxononanoate transaminase
637450501	239	22	216	3.6e-35	107.4	TIGR00138	16S rRNA (guanine(527)-N(7))-methyltransferase RsmG
637450507	348	1	348	1.3e-117	378.7	TIGR00048	23S rRNA (adenine(2503)-C(2))-methyltransferase
637450509	1366	36	1261	0.0e+00	2277.5	TIGR02388	DNA-directed RNA polymerase, beta'' subunit
637450510	634	11	633	0.0e+00	1290	TIGR02387	DNA-directed RNA polymerase, gamma subunit
637450511	1097	197	798	0.0e+00	998.6	TIGR02013	DNA-directed RNA polymerase, beta subunit
637450512	264	6	260	6.9e-82	260.7	TIGR00010	hydrolase, TatD family
637450513	97	1	94	2.5e-24	71.9	TIGR00029	ribosomal protein S20
637450514	428	33	425	0.0e+00	525.4	TIGR00069	histidinol dehydrogenase
637450515	231	1	221	3.6e-83	264.3	TIGR00021	ribose 5-phosphate isomerase
637450518	467	8	377	6.9e-100	320.3	TIGR01953	transcription termination factor NusA
637450520	1169	574	1168	0.0e+00	828.1	TIGR00487	translation initiation factor IF-2
637450520	1169	661	826	6.5e-34	104.2	TIGR00231	small GTP-binding protein domain
637450526	408	2	408	0.0e+00	611.3	TIGR03542	LL-diaminopimelate aminotransferase
637450527	605	10	415	0.0e+00	436	TIGR00757	ribonuclease, Rne/Rng family
637450533	106	8	106	4.0e-49	151.2	TIGR01049	ribosomal protein S10, bacterial/organelle
637450534	399	1	399	0.0e+00	745.8	TIGR00485	translation elongation factor TU
637450534	399	10	161	5.6e-18	52.3	TIGR00231	small GTP-binding protein domain
637450535	691	1	689	0.0e+00	1142.4	TIGR00484	translation elongation factor EF-G
637450535	691	8	181	7.6e-37	114.2	TIGR00231	small GTP-binding protein domain
637450536	156	3	156	3.8e-67	211.2	TIGR01029	ribosomal protein S7, bacterial/organelle
637450537	125	1	124	4.7e-72	225.9	TIGR00981	ribosomal protein S12, bacterial/organelle
637450540	297	1	296	2.7e-112	360.9	TIGR00510	lipoate synthase
637450546	37	7	37	2.0e-21	61.9	TIGR03052	photosystem I reaction center subunit VIII
637450549	742	2	742	0.0e+00	1370.2	TIGR01336	photosystem I core protein PsaB
637450550	767	1	767	0.0e+00	1265.9	TIGR01335	photosystem I core protein PsaA
637450551	606	363	604	1.4e-84	269.4	TIGR01466	precorrin-3B C17-methyltransferase
637450552	267	5	204	2.0e-47	148.3	TIGR01548	haloacid dehalogenase superfamily, subfamily IA hydrolase, TIGR01548
637450554	395	22	395	2.9e-107	344.7	TIGR00492	alanine racemase
637450556	364	1	362	0.0e+00	467.4	TIGR00019	peptide chain release factor 1
637450557	86	2	68	1.5e-28	85	TIGR00105	ribosomal protein L31
637450559	143	3	143	1.9e-66	208.3	TIGR01066	ribosomal protein L13, bacterial type
637450560	268	2	240	1.6e-65	207	TIGR00071	tRNA pseudouridine(38-40) synthase
637450561	116	6	116	2.9e-43	132.9	TIGR00059	ribosomal protein L17
637450562	312	20	308	9.6e-98	313	TIGR02027	DNA-directed RNA polymerase, alpha subunit, bacterial and chloroplast-type
637450563	130	11	127	1.5e-60	189	TIGR03632	30S ribosomal protein S11
637450564	121	3	114	8.4e-52	160.6	TIGR03631	30S ribosomal protein S13
637450565	38	1	38	8.4e-25	72.9	TIGR01022	ribosomal protein L36, bacterial type
637450567	439	25	433	1.2e-129	418.8	TIGR00967	preprotein translocase, SecY subunit
637450568	152	4	147	1.0e-48	150.9	TIGR01071	ribosomal protein L15, bacterial/organelle
637450569	206	47	203	1.4e-63	199.5	TIGR01021	ribosomal protein S5, bacterial/organelle type
637450570	122	6	122	3.7e-46	142.4	TIGR00060	ribosomal protein L18, bacterial type
637450571	179	2	176	2.3e-74	235	TIGR03654	ribosomal protein L6, bacterial type
637450574	118	15	117	1.7e-34	104.6	TIGR01079	ribosomal protein L24, bacterial/organelle
637450575	121	1	121	3.1e-59	184.4	TIGR01067	ribosomal protein L14, bacterial/organelle
637450576	88	3	74	7.8e-36	108.3	TIGR03635	30S ribosomal protein S17
637450577	72	9	64	2.1e-18	52.4	TIGR00012	ribosomal protein L29
637450578	160	2	129	3.9e-65	203.8	TIGR01164	ribosomal protein L16, bacterial/organelle
637450579	243	1	214	1.4e-91	292	TIGR01009	ribosomal protein S3, bacterial type
637450580	128	13	115	2.6e-42	129.5	TIGR01044	ribosomal protein L22, bacterial type
637450581	91	1	91	1.4e-48	149.4	TIGR01050	ribosomal protein S19, bacterial/organelle
637450582	287	3	276	0.0e+00	432.4	TIGR01171	ribosomal protein L2, bacterial/organellar
637450584	210	17	206	6.9e-70	220.3	TIGR03953	50S ribosomal protein L4, bacterial/organelle
637450585	217	4	204	1.8e-84	268.7	TIGR03625	50S ribosomal protein L3, bacterial
637450590	370	18	337	0.0e+00	532.6	TIGR02012	protein RecA
637450594	501	3	494	0.0e+00	831.2	TIGR02733	C-3',4' desaturase CrtD
637450598	386	19	208	2.9e-36	110.9	TIGR00708	cob(I)alamin adenosyltransferase
637450599	274	15	271	8.9e-87	276.8	TIGR00268	TIGR00268 family protein
637450600	142	20	131	7.3e-42	128.5	TIGR03330	S-adenosylmethionine decarboxylase proenzyme, Bacillus form
637450601	323	1	323	3.2e-63	200	TIGR00611	recF protein
637450605	372	6	372	5.3e-129	416.3	TIGR02048	glutamate--cysteine ligase, cyanobacterial, putative
637450609	423	27	418	1.4e-115	372.1	TIGR02210	rod shape-determining protein RodA
637450615	435	32	433	0.0e+00	434	TIGR03492	conserved hypothetical protein
637450619	347	1	333	1.9e-124	401.1	TIGR00878	phosphoribosylaminoimidazole synthetase
637450620	510	281	499	1.0e-77	247.7	TIGR00017	cytidylate kinase
637450620	510	3	279	2.0e-74	237.1	TIGR00018	pantoate--beta-alanine ligase
637450626	474	3	474	0.0e+00	660.5	TIGR00183	isocitrate dehydrogenase, NADP-dependent, prokaryotic type
637450631	848	30	832	0.0e+00	1173.2	TIGR02093	glycogen/starch/alpha-glucan phosphorylases
637450636	179	7	176	1.1e-51	160.7	TIGR02273	16S rRNA processing protein RimM
637450637	631	2	631	0.0e+00	733.4	TIGR01135	glucosamine--fructose-6-phosphate aminotransferase (isomerizing)
637450638	81	2	81	4.5e-60	186.1	TIGR03048	photosystem I iron-sulfur protein PsaC
637450639	80	3	79	4.3e-38	115.3	TIGR00517	acyl carrier protein
637450640	414	5	411	0.0e+00	625.7	TIGR03150	beta-ketoacyl-acyl-carrier-protein synthase II
637450641	668	10	668	0.0e+00	966.7	TIGR00232	transketolase, bacterial and yeast
637450642	456	15	443	0.0e+00	694.2	TIGR00190	phosphomethylpyrimidine synthase
637450644	386	17	373	1.4e-102	329.5	TIGR01891	amidohydrolase
637450646	352	43	347	2.0e-121	390.7	TIGR00635	Holliday junction DNA helicase, RuvB subunit
637450647	175	31	174	2.9e-57	178.9	TIGR00086	SsrA-binding protein
637450649	512	1	498	0.0e+00	652.3	TIGR00499	lysyl-tRNA synthetase, eukaryotic and non-spirochete bacterial
637450652	249	51	238	2.6e-30	91.5	TIGR00219	rod shape-determining protein MreC
637450653	350	8	336	0.0e+00	464.5	TIGR00904	cell shape determining protein, MreB/Mrl family
637450654	123	1	122	4.4e-36	110.8	TIGR00621	single stranded DNA-binding protein (ssb)
637450656	472	14	464	0.0e+00	596.4	TIGR00936	adenosylhomocysteinase
637450657	145	2	137	4.0e-34	103.5	TIGR00150	tRNA threonylcarbamoyl adenosine modification protein YjeE
637450660	333	24	321	0.0e+00	435.2	TIGR02997	RNA polymerase sigma factor, cyanobacterial RpoD-like family
637450660	333	97	323	1.8e-34	105.8	TIGR02937	RNA polymerase sigma factor, sigma-70 family
637450661	469	18	467	0.0e+00	508.4	TIGR00400	Mg2+ transporter (mgtE)
637450665	655	14	655	0.0e+00	1050.2	TIGR01059	DNA gyrase, B subunit
637450666	299	8	286	4.9e-84	267.9	TIGR00174	tRNA dimethylallyltransferase
637450667	190	19	182	4.8e-69	217.3	TIGR00168	translation initiation factor IF-3
637450669	244	5	166	1.6e-75	238.6	TIGR01172	serine O-acetyltransferase
637450670	943	24	922	0.0e+00	1206.7	TIGR00963	preprotein translocase, SecA subunit
637450675	158	14	154	8.1e-55	170.8	TIGR00114	6,7-dimethyl-8-ribityllumazine synthase
637450676	65	4	65	1.5e-18	52.7	TIGR03043	photosystem II core protein PsbZ
637450677	915	85	915	0.0e+00	814.2	TIGR01070	DNA mismatch repair protein MutS
637450679	333	1	332	2.4e-35	108.3	TIGR01128	DNA polymerase III, delta subunit
637450680	586	1	414	3.5e-118	382	TIGR00656	aspartate kinase, monofunctional class
637450680	586	60	413	1.9e-108	350.3	TIGR00657	aspartate kinase
637450681	679	3	672	0.0e+00	1044.4	TIGR00631	excinuclease ABC, B subunit
637450683	336	34	223	6.5e-57	178.6	TIGR02432	tRNA(Ile)-lysidine synthetase, N-terminal domain
637450684	667	25	580	0.0e+00	608.2	TIGR00649	beta-CASP ribonuclease, RNase J family
637450685	302	15	300	8.0e-107	342.3	TIGR00674	4-hydroxy-tetrahydrodipicolinate synthase
637450686	343	13	342	6.5e-121	389.5	TIGR01296	aspartate-semialdehyde dehydrogenase (peptidoglycan organisms)
637450687	473	16	430	4.5e-119	383.8	TIGR00115	trigger factor
637450688	215	22	213	1.1e-107	344.1	TIGR00493	ATP-dependent Clp endopeptidase, proteolytic subunit ClpP
637450689	455	1	441	0.0e+00	645	TIGR00382	endopeptidase Clp ATP-binding regulatory subunit (clpX)
637450690	579	5	362	0.0e+00	429.9	TIGR02397	DNA polymerase III, subunit gamma and tau
637450692	512	218	506	7.2e-87	277.7	TIGR02669	SpoIID/LytB domain
637450693	65	2	64	5.0e-29	86.7	TIGR00001	ribosomal protein L35
637450694	115	1	114	2.9e-49	152.3	TIGR01032	ribosomal protein L20
637450700	969	13	955	0.0e+00	1226.1	TIGR00461	glycine dehydrogenase (decarboxylating)
637450701	129	4	129	2.4e-42	130.2	TIGR00527	glycine cleavage system H protein
637450705	151	5	151	1.2e-42	132	TIGR00158	ribosomal protein L9
637450706	460	27	460	0.0e+00	643.9	TIGR00665	replicative DNA helicase
637450707	654	11	638	0.0e+00	847.3	TIGR00136	glucose-inhibited division protein A
637450714	918	9	901	0.0e+00	1082.1	TIGR00422	valyl-tRNA synthetase
637450717	284	27	273	4.2e-63	200.3	TIGR00444	MazG family protein
637450718	283	7	275	2.4e-72	229.4	TIGR00417	spermidine synthase
637450719	294	12	289	6.3e-74	235	TIGR01230	agmatinase
637450720	370	3	368	5.0e-117	376.8	TIGR00528	glycine cleavage system T protein
637450721	598	1	597	0.0e+00	786.8	TIGR00459	aspartyl-tRNA synthetase, bacterial type
637450722	536	1	527	0.0e+00	819.3	TIGR00337	CTP synthase
637450724	224	8	210	1.7e-66	209.6	TIGR00364	queuosine biosynthesis protein QueC
637450727	261	7	245	7.4e-94	299.9	TIGR01469	uroporphyrin-III C-methyltransferase
637450729	695	7	692	0.0e+00	802.1	TIGR03705	polyphosphate kinase 1
637450730	339	104	333	2.4e-42	131.4	TIGR02937	RNA polymerase sigma factor, sigma-70 family
637450730	339	50	330	4.2e-120	387.5	TIGR02997	RNA polymerase sigma factor, cyanobacterial RpoD-like family
637450732	355	14	355	0.0e+00	499	TIGR00034	phospho-2-dehydro-3-deoxyheptonate aldolase
637450733	857	7	855	0.0e+00	1420.1	TIGR00117	aconitate hydratase 2
637450735	284	6	283	1.5e-112	361.8	TIGR00655	formyltetrahydrofolate deformylase
637450737	634	3	598	0.0e+00	978.2	TIGR02350	chaperone protein DnaK
637450738	285	7	285	1.6e-71	226.6	TIGR00507	shikimate dehydrogenase
637450739	154	5	98	1.3e-27	82.2	TIGR00166	ribosomal protein S6
637450740	404	6	400	0.0e+00	515.6	TIGR00032	argininosuccinate synthase
637450742	359	45	359	7.6e-86	274.4	TIGR00445	phospho-N-acetylmuramoyl-pentapeptide-transferase
637450744	468	1	439	0.0e+00	767.1	TIGR02472	sucrose-phosphate synthase, putative, glycosyltransferase domain
637450745	966	13	950	0.0e+00	1387.6	TIGR00630	excinuclease ABC, A subunit
637450746	559	1	556	8.0e-102	327.9	TIGR00634	DNA repair protein RecN
637450749	367	24	340	1.2e-98	316.3	TIGR00260	threonine synthase
