gene_oid	gene_length	query_start	query_end	domaindb	domainid	iprid	iprdesc	go_info
637449919	87	26	81	SUPERFAMILY	SSF81563			
637449920	637	28	47	ProSitePatterns	PS00801	IPR005474	Transketolase, N-terminal	
637449920	637	319	483	SMART	SM00861	IPR005475	Transketolase-like, pyrimidine-binding domain	
637449920	637	491	625	SUPERFAMILY	SSF52922	IPR009014	Transketolase, C-terminal/Pyruvate-ferredoxin oxidoreductase, domain II	GO:0003824|GO:0008152
637449920	637	425	441	ProSitePatterns	PS00802	IPR020826	Transketolase binding site	
637449920	637	5	192	SUPERFAMILY	SSF52518			
637449920	637	242	380	SUPERFAMILY	SSF52518			
637449920	637	316	506	SUPERFAMILY	SSF52518			
637449921	513	41	54	ProSitePatterns	PS00165	IPR000634	Serine/threonine dehydratase, pyridoxal-phosphate-binding site	GO:0006520|GO:0030170
637449921	513	328	399	ProSiteProfiles	PS51672	IPR001721	ACT-like domain	
637449921	513	430	501	ProSiteProfiles	PS51672	IPR001721	ACT-like domain	
637449921	513	3	354	SUPERFAMILY	SSF53686	IPR001926	Tryptophan synthase beta subunit-like PLP-dependent enzymes superfamily	
637449921	513	326	411	SUPERFAMILY	SSF55021			
637449921	513	424	509	SUPERFAMILY	SSF55021			
637449922	160	3	75	SUPERFAMILY	SSF46785			
637449922	160	74	146	SUPERFAMILY	SSF46785			
637449924	109	1	96	SUPERFAMILY	SSF101386			
637449925	596	469	584	SUPERFAMILY	SSF52009	IPR008279	PEP-utilising enzyme, mobile domain	GO:0016310|GO:0016772
637449925	596	76	172	SUPERFAMILY	SSF50800	IPR011037	Pyruvate kinase-like, insert domain	
637449925	596	328	474	SUPERFAMILY	SSF52935	IPR015795	Pyruvate kinase, C-terminal	
637449925	596	3	80	SUPERFAMILY	SSF51621	IPR015813	Pyruvate/Phosphoenolpyruvate kinase-like domain	GO:0003824
637449925	596	162	345	SUPERFAMILY	SSF51621	IPR015813	Pyruvate/Phosphoenolpyruvate kinase-like domain	GO:0003824
637449925	596	220	232	ProSitePatterns	PS00110	IPR018209	Pyruvate kinase, active site	GO:0004743|GO:0006096
637449929	500	110	248	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
637449930	460	26	459	SUPERFAMILY	SSF53383	IPR015424	Pyridoxal phosphate-dependent transferase	
637449931	165	66	103	ProSitePatterns	PS00903	IPR016192	APOBEC/CMP deaminase, zinc-binding	GO:0008270|GO:0016787
637449931	165	14	162	SUPERFAMILY	SSF53927	IPR016193	Cytidine deaminase-like	GO:0003824
637449932	394	25	386	SUPERFAMILY	SSF53383	IPR015424	Pyridoxal phosphate-dependent transferase	
637449932	394	203	223	ProSitePatterns	PS00595	IPR020578	Aminotransferase class-V pyridoxal-phosphate binding site	
637449933	473	5	102	SUPERFAMILY	SSF54368	IPR008147	Glutamine synthetase, beta-Grasp	GO:0004356|GO:0006542|GO:0006807
637449933	473	52	70	ProSitePatterns	PS00180	IPR027302	Glutamine synthetase, N-terminal conserved site	
637449933	473	261	276	ProSitePatterns	PS00181	IPR027303	Glutamine synthetase, glycine-rich site	
637449933	473	105	472	SUPERFAMILY	SSF55931			
637449934	351	94	341	SUPERFAMILY	SSF53335			
637449936	147	43	137	SUPERFAMILY	SSF55874	IPR003594	Histidine kinase-like ATPase, ATP-binding domain	GO:0005524
637449937	244	93	237	SUPERFAMILY	SSF140869			
637449938	350	2	142	SMART	SM00450	IPR001763	Rhodanese-like domain	
637449938	350	12	145	ProSiteProfiles	PS50206	IPR001763	Rhodanese-like domain	
637449938	350	15	54	SUPERFAMILY	SSF52821	IPR001763	Rhodanese-like domain	
637449938	350	92	144	SUPERFAMILY	SSF52821	IPR001763	Rhodanese-like domain	
637449938	350	146	316	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
637449941	305	152	302	SUPERFAMILY	SSF82866			
637449942	486	274	466	SUPERFAMILY	SSF82866			
637449943	327	4	179	SMART	SM00861	IPR005475	Transketolase-like, pyrimidine-binding domain	
637449943	327	187	324	SUPERFAMILY	SSF52922	IPR009014	Transketolase, C-terminal/Pyruvate-ferredoxin oxidoreductase, domain II	GO:0003824|GO:0008152
637449943	327	7	203	SUPERFAMILY	SSF52518			
637449945	312	9	162	SUPERFAMILY	SSF54211	IPR020568	Ribosomal protein S5 domain 2-type fold	
637449945	312	173	293	SUPERFAMILY	SSF55060			
637449946	277	38	66	ProSitePatterns	PS01131	IPR020596	Ribosomal RNA adenine methylase transferase, conserved site	GO:0000154|GO:0000179|GO:0008649
637449946	277	22	198	SMART	SM00650	IPR020598	Ribosomal RNA adenine methylase transferase, N-terminal	GO:0000154|GO:0000179|GO:0008649
637449946	277	6	273	SUPERFAMILY	SSF53335			
637449948	137	6	135	SUPERFAMILY	SSF75217			
637449949	128	2	125	SUPERFAMILY	SSF51306	IPR015927	Peptidase S24/S26A/S26B/S26C	
637449950	430	252	347	SUPERFAMILY	SSF100879	IPR017961	DNA polymerase, Y-family, little finger domain	GO:0003684|GO:0003887|GO:0006281
637449950	430	11	195	ProSiteProfiles	PS50173	IPR017963	DNA-repair protein, UmuC-like, N-terminal	GO:0003684|GO:0003887|GO:0006281
637449950	430	11	245	SUPERFAMILY	SSF56672			
637449952	678	36	90	SMART	SM00400	IPR002694	Zinc finger, CHC2-type	GO:0003677|GO:0003896|GO:0006260|GO:0008270
637449952	678	264	337	SMART	SM00493	IPR006171	Toprim domain	
637449952	678	264	351	ProSiteProfiles	PS50880	IPR006171	Toprim domain	
637449952	678	5	95	SUPERFAMILY	SSF57783			
637449952	678	118	430	SUPERFAMILY	SSF56731			
637449953	295	50	144	SUPERFAMILY	SSF103481			
637449953	295	192	289	SUPERFAMILY	SSF103481			
637449955	219	80	99	SMART	SM00278	IPR003583	Helix-hairpin-helix DNA-binding motif, class 1	GO:0003677|GO:0006281
637449955	219	115	134	SMART	SM00278	IPR003583	Helix-hairpin-helix DNA-binding motif, class 1	GO:0003677|GO:0006281
637449955	219	73	145	SUPERFAMILY	SSF47781	IPR010994	RuvA domain 2-like	
637449955	219	1	70	SUPERFAMILY	SSF50249	IPR012340	Nucleic acid-binding, OB-fold	
637449956	89	39	69	ProSitePatterns	PS00362	IPR000589	Ribosomal protein S15	GO:0003735|GO:0005622|GO:0005840|GO:0006412
637449956	89	3	88	SUPERFAMILY	SSF47060	IPR009068	S15/NS1, RNA-binding	
637449958	1165	4	71	SMART	SM00481	IPR003141	Polymerase/histidinol phosphatase, N-terminal	GO:0003677|GO:0003887|GO:0006260
637449958	1165	4	256	SUPERFAMILY	SSF89550	IPR016195	Polymerase/histidinol phosphatase-like	GO:0003824
637449959	484	147	178	ProSitePatterns	PS00571	IPR020556	Amidase, conserved site	
637449959	484	5	475	SUPERFAMILY	SSF75304	IPR023631	Amidase signature domain	
637449961	428	190	266	SMART	SM00967	IPR013123	RNA 2-O ribose methyltransferase, substrate binding	GO:0008168
637449961	428	182	259	SUPERFAMILY	SSF55315			
637449961	428	279	422	SUPERFAMILY	SSF75217			
637449962	130	15	127	SUPERFAMILY	SSF69065	IPR000999	Ribonuclease III domain	GO:0003723|GO:0004525|GO:0006396
637449963	130	20	128	ProSiteProfiles	PS50801	IPR002645	STAS domain	
637449963	130	23	125	SUPERFAMILY	SSF52091	IPR002645	STAS domain	
637449964	380	7	136	SMART	SM01097	IPR002474	Carbamoyl-phosphate synthase, small subunit N-terminal domain	
637449964	380	8	153	SUPERFAMILY	SSF52021	IPR002474	Carbamoyl-phosphate synthase, small subunit N-terminal domain	
637449964	380	194	380	ProSiteProfiles	PS51273	IPR017926	Glutamine amidotransferase	
637449964	380	177	378	SUPERFAMILY	SSF52317			
637449965	343	77	334	SUPERFAMILY	SSF52418	IPR000312	Glycosyl transferase, family 3	GO:0008152|GO:0016757
637449965	343	8	70	SUPERFAMILY	SSF47648	IPR017459	Glycosyl transferase family 3, N-terminal domain	
637449967	581	338	572	ProSiteProfiles	PS50893	IPR003439	ABC transporter-like	GO:0005524|GO:0016887
637449967	581	364	549	SMART	SM00382	IPR003593	AAA+ ATPase domain	GO:0000166|GO:0017111
637449967	581	2	319	SUPERFAMILY	SSF90123	IPR011527	ABC transporter type 1, transmembrane domain	GO:0005524|GO:0006810|GO:0016021|GO:0042626|GO:0055085
637449967	581	23	303	ProSiteProfiles	PS50929	IPR011527	ABC transporter type 1, transmembrane domain	GO:0005524|GO:0006810|GO:0016021|GO:0042626|GO:0055085
637449967	581	331	572	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
637449968	242	30	198	SUPERFAMILY	SSF55068	IPR002569	Peptide methionine sulphoxide reductase MsrA	GO:0008113|GO:0055114
637449973	318	37	258	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
637449974	267	8	256	SUPERFAMILY	SSF56784	IPR023214	HAD-like domain	
637449975	585	60	491	SUPERFAMILY	SSF51445	IPR017853	Glycoside hydrolase, superfamily	
637449976	408	34	392	SUPERFAMILY	SSF53448			
637449977	569	4	179	SUPERFAMILY	SSF51338	IPR011059	Metal-dependent hydrolase, composite domain	GO:0016810
637449977	569	425	479	SUPERFAMILY	SSF51338	IPR011059	Metal-dependent hydrolase, composite domain	GO:0016810
637449977	569	319	335	ProSitePatterns	PS00145	IPR017950	Urease, alpha subunit, conserved site	GO:0006807|GO:0009039|GO:0016151
637449977	569	131	569	ProSiteProfiles	PS51368	IPR017951	Urease, alpha subunit, C-terminal	GO:0006807|GO:0009039|GO:0016151
637449977	569	131	434	SUPERFAMILY	SSF51556			
637449977	569	483	568	SUPERFAMILY	SSF51556			
637449978	106	4	105	SUPERFAMILY	SSF51278	IPR002019	Urease, beta subunit	
637449979	100	1	99	SUPERFAMILY	SSF54111	IPR002026	Urease, gamma/gamma-beta subunit	GO:0016151|GO:0043419
637449981	154	7	72	SMART	SM00988	IPR004029	UreE urease accessory, N-terminal	GO:0006461|GO:0016151|GO:0019627
637449981	154	9	76	SUPERFAMILY	SSF69287	IPR004029	UreE urease accessory, N-terminal	GO:0006461|GO:0016151|GO:0019627
637449981	154	79	145	SUPERFAMILY	SSF69737	IPR007864	UreE urease accessory, C-terminal	GO:0006461|GO:0016151|GO:0019627
637449983	201	4	197	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
637449984	439	46	417	SUPERFAMILY	SSF53822	IPR028082	Periplasmic binding protein-like I	
637449987	251	9	248	ProSiteProfiles	PS50893	IPR003439	ABC transporter-like	GO:0005524|GO:0016887
637449987	251	33	224	SMART	SM00382	IPR003593	AAA+ ATPase domain	GO:0000166|GO:0017111
637449987	251	8	247	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
637449988	236	5	236	ProSiteProfiles	PS50893	IPR003439	ABC transporter-like	GO:0005524|GO:0016887
637449988	236	29	205	SMART	SM00382	IPR003593	AAA+ ATPase domain	GO:0000166|GO:0017111
637449988	236	4	226	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
637449990	329	6	259	ProSiteProfiles	PS50893	IPR003439	ABC transporter-like	GO:0005524|GO:0016887
637449990	329	51	237	SMART	SM00382	IPR003593	AAA+ ATPase domain	GO:0000166|GO:0017111
637449990	329	30	250	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
637449996	113	19	69	SMART	SM00507	IPR003615	HNH nuclease	
637449999	131	2	116	SUPERFAMILY	SSF53271			
637450000	154	3	140	SUPERFAMILY	SSF52309			
637450001	58	13	25	ProSitePatterns	PS01181	IPR018278	Ribosomal protein S21, conserved site	GO:0003735|GO:0005622|GO:0005840|GO:0006412
637450002	110	57	76	SMART	SM00278	IPR003583	Helix-hairpin-helix DNA-binding motif, class 1	GO:0003677|GO:0006281
637450002	110	90	109	SMART	SM00278	IPR003583	Helix-hairpin-helix DNA-binding motif, class 1	GO:0003677|GO:0006281
637450002	110	61	105	SUPERFAMILY	SSF158702			
637450003	201	2	201	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
637450004	387	7	201	SUPERFAMILY	SSF51905			
637450004	387	357	385	SUPERFAMILY	SSF51905			
637450007	232	10	206	SUPERFAMILY	SSF52317			
637450008	153	1	153	ProSiteProfiles	PS51186	IPR000182	GNAT domain	GO:0008080
637450008	153	1	152	SUPERFAMILY	SSF55729	IPR016181	Acyl-CoA N-acyltransferase	
637450015	238	5	155	SUPERFAMILY	SSF56281			
637450016	869	9	201	SUPERFAMILY	SSF63737			
637450016	869	214	459	SUPERFAMILY	SSF55486			
637450018	390	317	388	SUPERFAMILY	SSF51246	IPR011054	Rudiment single hybrid motif	
637450018	390	115	305	ProSiteProfiles	PS50975	IPR011761	ATP-grasp fold	GO:0005524|GO:0046872
637450018	390	9	108	SUPERFAMILY	SSF52440	IPR016185	Pre-ATP-grasp domain	
637450018	390	109	312	SUPERFAMILY	SSF56059			
637450020	170	6	170	ProSiteProfiles	PS51355	IPR000889	Glutathione peroxidase	GO:0004602|GO:0006979|GO:0055114
637450020	170	36	51	ProSitePatterns	PS00460	IPR000889	Glutathione peroxidase	GO:0004602|GO:0006979|GO:0055114
637450020	170	16	168	SUPERFAMILY	SSF52833	IPR012336	Thioredoxin-like fold	
637450023	340	107	125	ProSitePatterns	PS01136	IPR018517	tRNA-dihydrouridine synthase, conserved site	GO:0008033|GO:0017150|GO:0050660|GO:0055114
637450023	340	24	330	SUPERFAMILY	SSF51395			
637450026	137	2	131	SUPERFAMILY	SSF54637			
637450028	290	181	284	SUPERFAMILY	SSF52980	IPR011335	Restriction endonuclease  type II-like	
637450029	134	4	125	SUPERFAMILY	SSF161084			
637450032	94	1	84	SUPERFAMILY	SSF54909	IPR011008	Dimeric alpha-beta barrel	
637450040	135	1	132	SUPERFAMILY	SSF82784	IPR003718	Peroxiredoxin, OsmC-like protein	GO:0006950
637450044	262	3	254	SUPERFAMILY	SSF81345			
637450045	131	7	124	SUPERFAMILY	SSF46785			
637450046	249	4	249	ProSiteProfiles	PS50893	IPR003439	ABC transporter-like	GO:0005524|GO:0016887
637450046	249	30	243	SMART	SM00382	IPR003593	AAA+ ATPase domain	GO:0000166|GO:0017111
637450046	249	152	166	ProSitePatterns	PS00211	IPR017871	ABC transporter, conserved site	GO:0005524|GO:0016887
637450046	249	4	94	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
637450046	249	121	240	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
637450047	473	45	134	SUPERFAMILY	SSF53807			
637450047	473	272	453	SUPERFAMILY	SSF53807			
637450048	452	358	451	SMART	SM00833	IPR011629	Cobalamin (vitamin B12) biosynthesis CobW-like, C-terminal	
637450048	452	359	451	SUPERFAMILY	SSF90002	IPR011629	Cobalamin (vitamin B12) biosynthesis CobW-like, C-terminal	
637450048	452	5	211	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
637450049	357	53	93	SMART	SM00320	IPR001680	WD40 repeat	GO:0005515
637450049	357	61	102	ProSiteProfiles	PS50082	IPR001680	WD40 repeat	GO:0005515
637450049	357	96	134	SMART	SM00320	IPR001680	WD40 repeat	GO:0005515
637450049	357	136	173	SMART	SM00320	IPR001680	WD40 repeat	GO:0005515
637450049	357	176	214	SMART	SM00320	IPR001680	WD40 repeat	GO:0005515
637450049	357	189	213	ProSiteProfiles	PS50082	IPR001680	WD40 repeat	GO:0005515
637450049	357	216	254	SMART	SM00320	IPR001680	WD40 repeat	GO:0005515
637450049	357	261	300	SMART	SM00320	IPR001680	WD40 repeat	GO:0005515
637450049	357	268	296	ProSiteProfiles	PS50082	IPR001680	WD40 repeat	GO:0005515
637450049	357	306	344	SMART	SM00320	IPR001680	WD40 repeat	GO:0005515
637450049	357	32	345	SUPERFAMILY	SSF50978	IPR017986	WD40-repeat-containing domain	GO:0005515
637450049	357	61	102	ProSiteProfiles	PS50294	IPR017986	WD40-repeat-containing domain	GO:0005515
637450049	357	182	353	ProSiteProfiles	PS50294	IPR017986	WD40-repeat-containing domain	GO:0005515
637450053	481	58	221	SUPERFAMILY	SSF56059			
637450053	481	327	472	SUPERFAMILY	SSF56059			
637450055	286	174	238	SMART	SM00460	IPR002931	Transglutaminase-like	
637450055	286	87	282	SUPERFAMILY	SSF54001			
637450056	194	50	163	SUPERFAMILY	SSF51182	IPR011051	RmlC-like cupin domain	
637450057	172	44	146	SUPERFAMILY	SSF141571			
637450059	325	55	318	SUPERFAMILY	SSF53613			
637450061	409	22	405	SUPERFAMILY	SSF103473	IPR016196	Major facilitator superfamily domain, general substrate transporter	
637450061	409	20	409	ProSiteProfiles	PS50850	IPR020846	Major facilitator superfamily domain	
637450062	520	145	330	SUPERFAMILY	SSF53474			
637450062	520	370	443	SUPERFAMILY	SSF53474			
637450063	340	102	331	ProSiteProfiles	PS50928	IPR000515	Binding-protein-dependent transport systems inner membrane component	GO:0005215|GO:0006810|GO:0016020
637450063	340	97	166	SUPERFAMILY	SSF161098			
637450063	340	203	325	SUPERFAMILY	SSF161098			
637450064	523	25	517	SUPERFAMILY	SSF53850			
637450066	433	357	433	ProSiteProfiles	PS51671	IPR002912	ACT domain	GO:0008152|GO:0016597
637450066	433	181	203	ProSitePatterns	PS01042	IPR019811	Homoserine dehydrogenase, conserved site	GO:0006520|GO:0055114
637450066	433	1	156	SUPERFAMILY	SSF51735			
637450066	433	135	306	SUPERFAMILY	SSF55347			
637450066	433	355	423	SUPERFAMILY	SSF55021			
637450067	141	4	139	SUPERFAMILY	SSF82649			
637450068	185	6	184	SUPERFAMILY	SSF100950			
637450069	157	1	152	SUPERFAMILY	SSF53098	IPR012337	Ribonuclease H-like domain	GO:0003676
637450069	157	112	147	ProSitePatterns	PS01321	IPR020563	Crossover junction endodeoxyribonuclease RuvC, magnesium-binding site	GO:0008821
637450070	362	33	215	SMART	SM00382	IPR003593	AAA+ ATPase domain	GO:0000166|GO:0017111
637450070	362	8	342	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
637450071	247	4	165	SUPERFAMILY	SSF75217			
637450072	134	23	134	SUPERFAMILY	SSF46626	IPR009056	Cytochrome c-like domain	GO:0009055|GO:0020037
637450072	134	61	134	ProSiteProfiles	PS51007	IPR009056	Cytochrome c-like domain	GO:0009055|GO:0020037
637450073	39	1	30	SUPERFAMILY	SSF103446	IPR003683	Cytochrome b6/f complex, subunit 5	GO:0009512
637450074	195	130	136	ProSitePatterns	PS00092	IPR002052	DNA methylase, N-6 adenine-specific, conserved site	GO:0003676|GO:0008168|GO:0032259
637450074	195	9	193	SUPERFAMILY	SSF53335			
637450075	205	3	205	ProSiteProfiles	PS51273	IPR017926	Glutamine amidotransferase	
637450075	205	3	202	SUPERFAMILY	SSF52317			
637450076	107	1	107	ProSiteProfiles	PS51352	IPR012336	Thioredoxin-like fold	
637450076	107	3	107	SUPERFAMILY	SSF52833	IPR012336	Thioredoxin-like fold	
637450076	107	24	42	ProSitePatterns	PS00194	IPR017937	Thioredoxin, conserved site	GO:0045454
637450077	387	9	372	SUPERFAMILY	SSF51412			
637450078	867	22	480	SMART	SM00434	IPR002205	DNA topoisomerase, type IIA, subunit A/C-terminal	GO:0003677|GO:0003918|GO:0005524|GO:0006265
637450078	867	41	502	SUPERFAMILY	SSF56719	IPR013760	DNA topoisomerase, type IIA-like domain	GO:0003918|GO:0005524
637450078	867	514	723	SUPERFAMILY	SSF101904			
637450078	867	751	861	SUPERFAMILY	SSF101904			
637450079	403	1	169	SUPERFAMILY	SSF51905			
637450079	403	259	392	SUPERFAMILY	SSF51905			
637450080	527	12	414	SUPERFAMILY	SSF88713	IPR011330	Glycoside hydrolase/deacetylase, beta/alpha-barrel	GO:0003824|GO:0005975
637450080	527	414	525	SUPERFAMILY	SSF88688			
637450081	546	8	271	ProSiteProfiles	PS50991	IPR000891	Pyruvate carboxyltransferase	GO:0003824
637450081	546	15	31	ProSitePatterns	PS00815	IPR002034	Alpha-isopropylmalate/homocitrate synthase, conserved site	GO:0019752|GO:0046912
637450081	546	205	218	ProSitePatterns	PS00816	IPR002034	Alpha-isopropylmalate/homocitrate synthase, conserved site	GO:0019752|GO:0046912
637450081	546	386	518	SMART	SM00917	IPR013709	2-isopropylmalate synthase LeuA, allosteric (dimerisation) domain	GO:0003852|GO:0009098
637450081	546	410	517	SUPERFAMILY	SSF110921	IPR013709	2-isopropylmalate synthase LeuA, allosteric (dimerisation) domain	GO:0003852|GO:0009098
637450081	546	5	308	SUPERFAMILY	SSF51569			
637450083	490	273	429	SMART	SM00471	IPR003607	HD/PDEase domain	GO:0003824
637450083	490	276	421	SUPERFAMILY	SSF109604			
637450084	298	264	272	ProSitePatterns	PS00767	IPR020867	Tetrahydrofolate dehydrogenase/cyclohydrolase, conserved site	GO:0003824|GO:0009396|GO:0055114
637450084	298	3	121	SUPERFAMILY	SSF53223			
637450084	298	123	284	SUPERFAMILY	SSF51735			
637450085	300	87	103	ProSitePatterns	PS00723	IPR000092	Polyprenyl synthetase	GO:0008299
637450085	300	219	231	ProSitePatterns	PS00444	IPR000092	Polyprenyl synthetase	GO:0008299
637450085	300	13	281	SUPERFAMILY	SSF48576	IPR008949	Terpenoid synthase	
637450087	464	245	447	ProSiteProfiles	PS51274	IPR017929	CobB/CobQ glutamine amidotransferase	
637450087	464	4	189	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
637450087	464	246	455	SUPERFAMILY	SSF52317			
637450089	507	194	200	ProSitePatterns	PS00069	IPR019796	Glucose-6-phosphate dehydrogenase, active site	GO:0004345|GO:0006006|GO:0055114
637450089	507	9	207	SUPERFAMILY	SSF51735			
637450089	507	194	505	SUPERFAMILY	SSF55347			
637450090	370	86	210	ProSiteProfiles	PS51384	IPR017927	Ferredoxin reductase-type FAD-binding domain	GO:0016491|GO:0055114
637450090	370	69	212	SUPERFAMILY	SSF63380	IPR017938	Riboflavin synthase-like beta-barrel	GO:0016491|GO:0055114
637450090	370	214	370	SUPERFAMILY	SSF52343			
637450091	178	35	175	SUPERFAMILY	SSF55961			
637450093	372	206	362	SUPERFAMILY	SSF55874	IPR003594	Histidine kinase-like ATPase, ATP-binding domain	GO:0005524
637450093	372	248	360	SMART	SM00387	IPR003594	Histidine kinase-like ATPase, ATP-binding domain	GO:0005524
637450093	372	140	203	SMART	SM00388	IPR003661	Signal transduction histidine kinase EnvZ-like, dimerisation/phosphoacceptor domain	GO:0000155|GO:0007165|GO:0016020
637450093	372	147	360	ProSiteProfiles	PS50109	IPR005467	Signal transduction histidine kinase, core	
637450093	372	126	192	SUPERFAMILY	SSF47384	IPR009082	Signal transduction histidine kinase, homodimeric domain	GO:0004871|GO:0007165
637450093	372	2	96	SUPERFAMILY	SSF52833	IPR012336	Thioredoxin-like fold	
637450096	331	146	161	ProSitePatterns	PS00114	IPR000842	Phosphoribosyl pyrophosphate synthetase, conserved site	GO:0000287|GO:0004749|GO:0009156|GO:0044249
637450096	331	87	322	SUPERFAMILY	SSF53271			
637450097	506	7	503	SUPERFAMILY	SSF51445	IPR017853	Glycoside hydrolase, superfamily	
637450098	162	28	88	SUPERFAMILY	SSF47413	IPR010982	Lambda repressor-like, DNA-binding domain	GO:0003677
637450099	552	127	476	ProSiteProfiles	PS50011	IPR000719	Protein kinase domain	GO:0004672|GO:0005524|GO:0006468
637450099	552	98	161	SUPERFAMILY	SSF56112	IPR011009	Protein kinase-like domain	GO:0016772
637450099	552	196	341	SUPERFAMILY	SSF56112	IPR011009	Protein kinase-like domain	GO:0016772
637450100	465	219	233	ProSitePatterns	PS00703	IPR000310	Orn/Lys/Arg decarboxylase, major domain	GO:0003824
637450100	465	328	452	SUPERFAMILY	SSF55904	IPR008286	Orn/Lys/Arg decarboxylase, C-terminal	GO:0003824
637450100	465	9	356	SUPERFAMILY	SSF53383	IPR015424	Pyridoxal phosphate-dependent transferase	
637450101	285	239	265	ProSitePatterns	PS01315	IPR000374	Phosphatidate cytidylyltransferase	GO:0016020|GO:0016772
637450102	299	32	297	SUPERFAMILY	SSF53474			
637450103	364	148	176	ProSitePatterns	PS00913	IPR018211	Alcohol dehydrogenase, iron-type, conserved site	GO:0016491|GO:0046872|GO:0055114
637450103	364	3	356	SUPERFAMILY	SSF56796			
637450104	842	418	453	ProSiteProfiles	PS50151	IPR001943	UVR domain	GO:0005515
637450104	842	201	344	SMART	SM00382	IPR003593	AAA+ ATPase domain	GO:0000166|GO:0017111
637450104	842	555	737	SMART	SM00382	IPR003593	AAA+ ATPase domain	GO:0000166|GO:0017111
637450104	842	296	308	ProSitePatterns	PS00870	IPR018368	ClpA/B, conserved site 1	GO:0005524
637450104	842	736	825	SMART	SM01086	IPR019489	Clp ATPase, C-terminal	
637450104	842	164	456	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
637450104	842	504	824	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
637450104	842	589	607	ProSitePatterns	PS00871	IPR028299	ClpA/B, conserved site 2	
637450104	842	3	143	SUPERFAMILY	SSF81923			
637450105	144	2	144	ProSiteProfiles	PS51186	IPR000182	GNAT domain	GO:0008080
637450105	144	1	137	SUPERFAMILY	SSF55729	IPR016181	Acyl-CoA N-acyltransferase	
637450106	457	291	451	SUPERFAMILY	SSF50621	IPR009006	Alanine racemase/group IV decarboxylase, C-terminal	GO:0003824
637450106	457	249	266	ProSitePatterns	PS00879	IPR022657	Orn/DAP/Arg decarboxylase 2, conserved site	
637450106	457	49	315	SUPERFAMILY	SSF51419			
637450107	296	41	241	SUPERFAMILY	SSF143597			
637450108	272	20	245	SUPERFAMILY	SSF64005	IPR001441	Decaprenyl diphosphate synthase-like	GO:0016765
637450108	272	196	213	ProSitePatterns	PS01066	IPR018520	Di-trans-poly-cis-decaprenylcistransferase-like, conserved site	GO:0016765
637450109	335	51	258	SMART	SM00729	IPR006638	Elongator protein 3/MiaB/NifB	GO:0003824|GO:0051536
637450109	335	229	321	SMART	SM00876	IPR010722	Biotin and thiamin synthesis-associated domain	
637450109	335	14	319	SUPERFAMILY	SSF102114			
637450110	310	95	250	SUPERFAMILY	SSF52821	IPR001763	Rhodanese-like domain	
637450110	310	117	222	SMART	SM00450	IPR001763	Rhodanese-like domain	
637450110	310	127	225	ProSiteProfiles	PS50206	IPR001763	Rhodanese-like domain	
637450112	299	61	279	SMART	SM00729	IPR006638	Elongator protein 3/MiaB/NifB	GO:0003824|GO:0051536
637450112	299	29	298	SUPERFAMILY	SSF102114			
637450113	199	81	166	SMART	SM00493	IPR006171	Toprim domain	
637450113	199	81	175	ProSiteProfiles	PS50880	IPR006171	Toprim domain	
637450113	199	58	79	ProSitePatterns	PS01300	IPR015967	Recombination protein RecR, conserved site	GO:0006281|GO:0006310
637450113	199	4	198	SUPERFAMILY	SSF111304	IPR023627	Recombination protein RecR	
637450114	185	33	183	SUPERFAMILY	SSF55724	IPR016123	Mog1/PsbP, alpha/beta/alpha sandwich	
637450114	185	1	24	ProSiteProfiles	PS51257			
637450115	590	352	586	ProSiteProfiles	PS50893	IPR003439	ABC transporter-like	GO:0005524|GO:0016887
637450115	590	377	563	SMART	SM00382	IPR003593	AAA+ ATPase domain	GO:0000166|GO:0017111
637450115	590	12	333	SUPERFAMILY	SSF90123	IPR011527	ABC transporter type 1, transmembrane domain	GO:0005524|GO:0006810|GO:0016021|GO:0042626|GO:0055085
637450115	590	25	318	ProSiteProfiles	PS50929	IPR011527	ABC transporter type 1, transmembrane domain	GO:0005524|GO:0006810|GO:0016021|GO:0042626|GO:0055085
