gene_oid	db_name	id
637449885	GI	33861430
637449885	GenBank/EMBL	NP_892991
637449885	GeneID	1726378
637449885	UniProtKB	Q7V1J7
637449886	GI	33861431
637449886	GenBank/EMBL	NP_892992
637449886	GeneID	1727233
637449886	UniProtKB	Q7V1J6
637449887	GI	33861432
637449887	GenBank/EMBL	NP_892993
637449887	GeneID	1727214
637449887	UniProtKB	Q7V1J5
637449888	GI	33861433
637449888	GenBank/EMBL	NP_892994
637449888	GeneID	1727209
637449888	UniProtKB	Q7V1J4
637449889	GI	33861434
637449889	GenBank/EMBL	NP_892995
637449889	GeneID	1727208
637449889	PIRSF	PIRSF000381
637449889	TIGRFam	TIGR02082
637449889	UniProt/TrEMBL	Q7V1J3
637449890	GI	33861435
637449890	GenBank/EMBL	NP_892996
637449890	GeneID	1727203
637449890	UniProtKB	Q7TU97
637449891	GI	33861436
637449891	GenBank/EMBL	NP_892997
637449891	GeneID	1727202
637449891	UniProtKB	Q7V1J2
637449892	GI	33861437
637449892	GenBank/EMBL	NP_892998
637449892	GeneID	1727106
637449892	PIRSF	PIRSF026414
637449892	UniProt/TrEMBL	Q7V1J1
637449893	GI	33861438
637449893	GenBank/EMBL	NP_892999
637449893	GeneID	1727163
637449893	TIGRFam	TIGR00701
637449893	UniProt/TrEMBL	Q7V1J0
637449894	GI	33861439
637449894	GenBank/EMBL	NP_893000
637449894	GeneID	1726377
637449894	UniProtKB	Q7V1I9
637449895	GI	33861440
637449895	GenBank/EMBL	NP_893001
637449895	GeneID	1726375
637449895	UniProtKB	Q7V1I8
637449896	GI	33861441
637449896	GenBank/EMBL	NP_893002
637449896	GeneID	1726587
637449896	UniProtKB	Q7V1I7
637449897	GI	33861442
637449897	GenBank/EMBL	NP_893003
637449897	GeneID	1726659
637449897	UniProt/TrEMBL	Q7V1I6
637449898	GI	33861443
637449898	GenBank/EMBL	NP_893004
637449898	GeneID	1726586
637449898	UniProt/TrEMBL	Q7V1I5
637449899	GI	33861444
637449899	GenBank/EMBL	NP_893005
637449899	GeneID	1726588
637449899	UniProtKB	Q7V1I4
637449900	GI	33861445
637449900	GenBank/EMBL	NP_893006
637449900	GeneID	1726577
637449900	UniProtKB	Q7V1I3
637449901	GI	33861446
637449901	GenBank/EMBL	NP_893007
637449901	GeneID	1726569
637449901	PIRSF	PIRSF001523
637449901	TIGRFam	TIGR00396
637449901	UniProt/TrEMBL	Q7V1I2
637449902	GI	33861447
637449902	GenBank/EMBL	NP_893008
637449902	GeneID	1726594
637449902	PIRSF	PIRSF001482
637449902	UniProt/TrEMBL	Q7V1I1
637449903	GI	33861448
637449903	GenBank/EMBL	NP_893009
637449903	GeneID	1726576
637449903	UniProtKB	Q7V1I0
637449904	GI	33861449
637449904	GenBank/EMBL	NP_893010
637449904	GeneID	1726574
637449904	PIRSF	PIRSF000150
637449904	TIGRFam	TIGR01850
637449904	UniProt/TrEMBL	Q7V1H9
637449905	GI	33861450
637449905	GenBank/EMBL	NP_893011
637449905	GeneID	1726581
637449905	UniProtKB	Q7V1H8
637449906	GI	33861451
637449906	GenBank/EMBL	NP_893012
637449906	GeneID	1726575
637449906	PIRSF	PIRSF001467
637449906	UniProt/TrEMBL	Q7V1H7
637449907	GI	33861452
637449907	GenBank/EMBL	NP_893013
637449907	GeneID	1726558
637449907	PIRSF	PIRSF006348
637449907	UniProt/TrEMBL	Q7V1H6
637449908	GI	33861453
637449908	GenBank/EMBL	NP_893014
637449908	GeneID	1726829
637449908	UniProtKB	Q7V1H5
637449909	GI	33861454
637449909	GenBank/EMBL	NP_893015
637449909	GeneID	1726578
637449909	UniProtKB	Q7V1H4
637449911	GI	33861455
637449911	GenBank/EMBL	NP_893016
637449911	GeneID	1726549
637449911	PIRSF	PIRSF000066
637449911	UniProt/TrEMBL	Q7V1H3
637449912	GI	33861456
637449912	GenBank/EMBL	NP_893017
637449912	GeneID	1726595
637449912	PIRSF	PIRSF004949
637449912	UniProt/TrEMBL	Q7V1H2
637449913	GI	33861457
637449913	GenBank/EMBL	NP_893018
637449913	GeneID	1726573
637449913	UniProtKB	Q7TU96
637449914	GI	33861458
637449914	GenBank/EMBL	NP_893019
637449914	GeneID	1726561
637449914	UniProtKB	Q7V1H1
637449915	GI	33861459
637449915	GenBank/EMBL	NP_893020
637449915	GeneID	1726572
637449915	PIRSF	PIRSF002209
637449915	TIGRFam	TIGR00009
637449915	UniProt/TrEMBL	Q7V1H0
637449916	GI	33861460
637449916	GenBank/EMBL	NP_893021
637449916	GeneID	1726551
637449916	UniProtKB	Q7TU95
637449917	GI	33861461
637449917	GenBank/EMBL	NP_893022
637449917	GeneID	1726625
637449917	UniProtKB	Q7V1G9
637449918	GI	33861462
637449918	GenBank/EMBL	NP_893023
637449918	GeneID	1726819
637449918	UniProt/TrEMBL	Q7V1G8
637449919	GI	33861463
637449919	GenBank/EMBL	NP_893024
637449919	GeneID	1726570
637449919	UniProtKB	Q7V1G7
637449920	GI	33861464
637449920	GenBank/EMBL	NP_893025
637449920	GeneID	1726636
637449920	UniProtKB	Q7V1G6
637449921	GI	33861465
637449921	GenBank/EMBL	NP_893026
637449921	GeneID	1726592
637449921	UniProtKB	Q7V1G5
637449922	GI	33861466
637449922	GenBank/EMBL	NP_893027
637449922	GeneID	1726633
637449922	UniProtKB	Q7V1G4
637449923	GI	33861467
637449923	GenBank/EMBL	NP_893028
637449923	GeneID	1726820
637449923	PIRSF	PIRSF004937
637449923	UniProt/TrEMBL	Q7V1G3
637449924	GI	33861468
637449924	GenBank/EMBL	NP_893029
637449924	GeneID	1725878
637449924	PIRSF	PIRSF006639
637449924	UniProt/TrEMBL	Q7V1G2
637449925	GI	33861469
637449925	GenBank/EMBL	NP_893030
637449925	GeneID	1726001
637449925	UniProtKB	Q7V1G1
637449926	GI	33861470
637449926	GenBank/EMBL	NP_893031
637449926	GeneID	1726817
637449926	UniProtKB	Q7V1G0
637449927	GI	33861471
637449927	GenBank/EMBL	NP_893032
637449927	GeneID	1726566
637449927	UniProtKB	Q7V1F9
637449928	GI	33861472
637449928	GenBank/EMBL	NP_893033
637449928	GeneID	1726555
637449928	UniProtKB	Q7V1F8
637449929	GI	33861473
637449929	GenBank/EMBL	NP_893034
637449929	GeneID	1726556
637449929	UniProtKB	Q7V1F7
637449930	GI	33861474
637449930	GenBank/EMBL	NP_893035
637449930	GeneID	1726568
637449930	UniProtKB	Q7V1F6
637449931	GI	33861475
637449931	GenBank/EMBL	NP_893036
637449931	GeneID	1726571
637449931	UniProtKB	Q7V1F5
637449932	GI	33861476
637449932	GenBank/EMBL	NP_893037
637449932	GeneID	1726567
637449932	UniProtKB	Q7V1F4
637449933	GI	33861477
637449933	GenBank/EMBL	NP_893038
637449933	GeneID	1726357
637449933	UniProtKB	Q7V1F3
637449934	GI	33861478
637449934	GenBank/EMBL	NP_893039
637449934	GeneID	1726841
637449934	UniProt/TrEMBL	Q7V1F2
637449935	GI	33861479
637449935	GenBank/EMBL	NP_893040
637449935	GeneID	1726195
637449935	UniProtKB	Q7V1F1
637449936	GI	33861480
637449936	GenBank/EMBL	NP_893041
637449936	GeneID	1726370
637449936	UniProtKB	Q7V1F0
637449937	GI	33861481
637449937	GenBank/EMBL	NP_893042
637449937	GeneID	1726352
637449937	PIRSF	PIRSF035050
637449937	UniProt/TrEMBL	Q7V1E9
637449938	GI	33861482
637449938	GenBank/EMBL	NP_893043
637449938	GeneID	1726557
637449938	UniProtKB	Q7V1E8
637449939	GI	33861483
637449939	GenBank/EMBL	NP_893044
637449939	GeneID	1726348
637449939	PIRSF	PIRSF006660
637449939	UniProt/TrEMBL	Q7TU94
637449940	GI	33861484
637449940	GenBank/EMBL	NP_893045
637449940	GeneID	1726344
637449940	PIRSF	PIRSF005904
637449940	UniProt/TrEMBL	Q7V1E7
637449941	GI	33861485
637449941	GenBank/EMBL	NP_893046
637449941	GeneID	1726343
637449941	UniProtKB	Q7V1E6
637449942	GI	33861486
637449942	GenBank/EMBL	NP_893047
637449942	GeneID	1726160
637449942	PIRSF	PIRSF004978
637449942	TIGRFam	TIGR00916
637449942	TIGRFam	TIGR01129
637449942	UniProt/TrEMBL	Q7V1E5
637449943	GI	33861487
637449943	GenBank/EMBL	NP_893048
637449943	GeneID	1725876
637449943	UniProtKB	Q7V1E4
637449944	GI	33861488
637449944	GenBank/EMBL	NP_893049
637449944	GeneID	1726078
637449944	UniProtKB	Q7V1E3
637449945	GI	33861489
637449945	GenBank/EMBL	NP_893050
637449945	GeneID	1726202
637449945	PIRSF	PIRSF010376
637449945	TIGRFam	TIGR00154
637449945	UniProt/TrEMBL	Q7V1E2
637449946	GI	33861490
637449946	GenBank/EMBL	NP_893051
637449946	GeneID	1725616
637449946	PIRSF	PIRSF000392
637449946	TIGRFam	TIGR00755
637449946	UniProt/TrEMBL	Q7V1E1
637449947	GI	33861491
637449947	GenBank/EMBL	NP_893052
637449947	GeneID	1726554
637449947	UniProtKB	Q7V1E0
637449948	GI	33861492
637449948	GenBank/EMBL	NP_893053
637449948	GeneID	1726198
637449948	UniProtKB	Q7V1D9
637449949	GI	33861493
637449949	GenBank/EMBL	NP_893054
637449949	GeneID	1725825
637449949	UniProt/TrEMBL	Q7V1D8
637449950	GI	33861494
637449950	GenBank/EMBL	NP_893055
637449950	GeneID	1725934
637449950	UniProtKB	Q7V1D7
637449951	GI	33861495
637449951	GenBank/EMBL	NP_893056
637449951	GeneID	1725871
637449951	UniProtKB	Q7TU93
637449952	GI	33861496
637449952	GenBank/EMBL	NP_893057
637449952	GeneID	1726008
637449952	UniProtKB	Q7V1D6
637449953	GI	33861497
637449953	GenBank/EMBL	NP_893058
637449953	GeneID	1726183
637449953	UniProt/TrEMBL	Q7V1D5
637449954	GI	33861498
637449954	GenBank/EMBL	NP_893059
637449954	GeneID	1726187
637449954	UniProtKB	Q7V1D4
637449955	GI	33861499
637449955	GenBank/EMBL	NP_893060
637449955	GeneID	1726026
637449955	UniProtKB	Q7V1D3
637449956	GI	33861500
637449956	GenBank/EMBL	NP_893061
637449956	GeneID	1725869
637449956	UniProtKB	Q7TU92
637449957	GI	33861501
637449957	GenBank/EMBL	NP_893062
637449957	GeneID	1726007
637449957	UniProt/TrEMBL	Q7V1D2
637449958	GI	33861502
637449958	GenBank/EMBL	NP_893063
637449958	GeneID	1725998
637449958	UniProtKB	Q7V1D1
637449959	GI	33861503
637449959	GenBank/EMBL	NP_893064
637449959	GeneID	1725620
637449959	PIRSF	PIRSF001329
637449959	TIGRFam	TIGR00132
637449959	UniProt/TrEMBL	Q7V1D0
637449960	GI	33861504
637449960	GenBank/EMBL	NP_893065
637449960	GeneID	1726177
637449960	UniProtKB	Q7V1C9
637449961	GI	33861505
637449961	GenBank/EMBL	NP_893066
637449961	GeneID	1726076
637449961	UniProtKB	Q7TU91
637449962	GI	33861506
637449962	GenBank/EMBL	NP_893067
637449962	GeneID	1725889
637449962	PIRSF	PIRSF005520
637449962	UniProt/TrEMBL	Q7V1C8
637449963	GI	109150045
637449963	GenBank/EMBL	YP_654188
637449963	GeneID	1725738
637449964	GI	33861507
637449964	GenBank/EMBL	NP_893068
637449964	GeneID	1726175
637449964	UniProtKB	Q7V1C7
637449965	GI	33861508
637449965	GenBank/EMBL	NP_893069
637449965	GeneID	1726066
637449965	PIRSF	PIRSF000487
637449965	TIGRFam	TIGR01245
637449965	UniProt/TrEMBL	Q7TU90
637449966	GI	33861509
637449966	GenBank/EMBL	NP_893070
637449966	GeneID	1726680
637449966	UniProtKB	Q7V1C6
637449967	GI	33861510
637449967	GenBank/EMBL	NP_893071
637449967	GeneID	1725985
637449967	UniProtKB	Q7V1C5
637449968	GI	33861511
637449968	GenBank/EMBL	NP_893072
637449968	GeneID	1725886
637449968	UniProtKB	Q7V1C4
637449970	GI	33861512
637449970	GenBank/EMBL	NP_893073
637449970	GeneID	1726643
637449970	UniProtKB	Q7V1C3
637449971	GI	33861513
637449971	GenBank/EMBL	NP_893074
637449971	GeneID	1726059
637449971	UniProtKB	Q7V1C2
637449972	GI	33861514
637449972	GenBank/EMBL	NP_893075
637449972	GeneID	1725965
637449972	UniProtKB	Q7V1C1
637449973	GI	33861515
637449973	GenBank/EMBL	NP_893076
637449973	GeneID	1726640
637449973	UniProtKB	Q7V1C0
637449974	GI	33861516
637449974	GenBank/EMBL	NP_893077
637449974	GeneID	1725842
637449974	UniProtKB	Q7V1B9
637449975	GI	33861517
637449975	GenBank/EMBL	NP_893078
637449975	GeneID	1726084
637449975	UniProtKB	Q7V1B8
637449976	GI	33861518
637449976	GenBank/EMBL	NP_893079
637449976	GeneID	1726638
637449976	UniProt/TrEMBL	Q7V1B7
637449977	GI	33861519
637449977	GenBank/EMBL	NP_893080
637449977	GeneID	1725890
637449977	UniProtKB	Q7V1B6
637449978	GI	33861520
637449978	GenBank/EMBL	NP_893081
637449978	GeneID	1726100
637449978	UniProtKB	Q7V1B5
637449979	GI	33861521
637449979	GenBank/EMBL	NP_893082
637449979	GeneID	1725782
637449979	UniProtKB	Q7V1B4
637449980	GI	33861522
637449980	GenBank/EMBL	NP_893083
637449980	GeneID	1725626
637449980	UniProtKB	Q7V1B3
637449981	GI	33861523
637449981	GenBank/EMBL	NP_893084
637449981	GeneID	1726656
637449981	UniProtKB	Q7V1B2
637449982	GI	33861524
637449982	GenBank/EMBL	NP_893085
637449982	GeneID	1726063
637449982	UniProtKB	Q7V1B1
637449983	GI	33861525
637449983	GenBank/EMBL	NP_893086
637449983	GeneID	1726647
637449983	UniProtKB	Q7V1B0
637449984	GI	33861526
637449984	GenBank/EMBL	NP_893087
637449984	GeneID	1725844
637449984	PIRSF	PIRSF002795
637449984	UniProt/TrEMBL	Q7V1A9
637449985	GI	33861527
637449985	GenBank/EMBL	NP_893088
637449985	GeneID	1726039
637449985	UniProt/TrEMBL	Q7V1A8
637449986	GI	33861528
637449986	GenBank/EMBL	NP_893089
637449986	GeneID	1725837
637449986	UniProt/TrEMBL	Q7V1A7
637449987	GI	33861529
637449987	GenBank/EMBL	NP_893090
637449987	GeneID	1726094
637449987	UniProtKB	Q7V1A6
637449988	GI	33861530
637449988	GenBank/EMBL	NP_893091
637449988	GeneID	1726353
637449988	PIRSF	PIRSF002763
637449988	UniProt/TrEMBL	Q7V1A5
637449989	GI	33861531
637449989	GenBank/EMBL	NP_893092
637449989	GeneID	1726642
637449989	UniProtKB	Q7V1A4
637449990	GI	33861532
637449990	GenBank/EMBL	NP_893093
637449990	GeneID	1726466
637449990	UniProtKB	Q7V1A3
637449991	GI	33861533
637449991	GenBank/EMBL	NP_893094
637449991	GeneID	1725920
637449991	PIRSF	PIRSF037467
637449991	UniProt/TrEMBL	Q7V1A2
637449992	GI	33861534
637449992	GenBank/EMBL	NP_893095
637449992	GeneID	1726032
637449992	UniProtKB	Q7V1A1
637449993	GI	33861535
637449993	GenBank/EMBL	NP_893096
637449993	GeneID	1726585
637449993	UniProt/TrEMBL	Q7V1A0
637449994	GI	33861536
637449994	GenBank/EMBL	NP_893097
637449994	GeneID	1726563
637449994	UniProtKB	Q7V199
637449995	GI	33861537
637449995	GenBank/EMBL	NP_893098
637449995	GeneID	1726528
637449995	PIRSF	PIRSF006394
637449995	UniProt/TrEMBL	Q7V198
637449996	GI	33861538
637449996	GenBank/EMBL	NP_893099
637449996	GeneID	1726560
637449996	UniProt/TrEMBL	Q7V197
637449997	GI	33861539
637449997	GenBank/EMBL	NP_893100
637449997	GeneID	1725663
637449997	UniProtKB	Q7V196
637449998	GI	33861540
637449998	GenBank/EMBL	NP_893101
637449998	GeneID	1726565
637449998	UniProtKB	Q7V195
637449999	GI	33861541
637449999	GenBank/EMBL	NP_893102
637449999	GeneID	1726559
637449999	UniProtKB	Q7TU89
637450000	GI	33861542
637450000	GenBank/EMBL	NP_893103
637450000	GeneID	1726376
637450000	UniProtKB	Q7V194
637450001	GI	33861543
637450001	GenBank/EMBL	NP_893104
637450001	GeneID	1726184
637450001	PIRSF	PIRSF002147
637450001	TIGRFam	TIGR00030
637450001	UniProt/TrEMBL	Q7TU88
637450002	GI	33861544
637450002	GenBank/EMBL	NP_893105
637450002	GeneID	1725880
637450002	UniProt/TrEMBL	Q7V193
637450003	GI	33861545
637450003	GenBank/EMBL	NP_893106
637450003	GeneID	1725989
637450003	UniProtKB	Q7V192
637450004	GI	33861546
637450004	GenBank/EMBL	NP_893107
637450004	GeneID	1726002
637450004	UniProtKB	Q7V191
637450005	GI	33861547
637450005	GenBank/EMBL	NP_893108
637450005	GeneID	1725976
637450005	UniProt/TrEMBL	Q7TU87
637450006	GI	33861548
637450006	GenBank/EMBL	NP_893109
637450006	GeneID	1726644
637450006	UniProtKB	Q7V190
637450007	GI	33861549
637450007	GenBank/EMBL	NP_893110
637450007	GeneID	1726468
637450007	UniProtKB	Q7V189
637450008	GI	33861550
637450008	GenBank/EMBL	NP_893111
637450008	GeneID	1725970
637450008	PIRSF	PIRSF006251
637450008	UniProt/TrEMBL	Q7V188
637450009	GI	33861551
637450009	GenBank/EMBL	NP_893112
637450009	GeneID	1725867
637450009	UniProt/TrEMBL	Q7V187
637450010	GI	33861552
637450010	GenBank/EMBL	NP_893113
637450010	GeneID	1726038
637450010	UniProtKB	Q7V186
637450011	GI	33861553
637450011	GenBank/EMBL	NP_893114
637450011	GeneID	1725647
637450011	UniProtKB	Q7V185
637450012	GI	33861554
637450012	GenBank/EMBL	NP_893115
637450012	GeneID	1726082
637450012	UniProtKB	Q7V184
637450013	GI	33861555
637450013	GenBank/EMBL	NP_893116
637450013	GeneID	1726186
637450013	UniProt/TrEMBL	Q7V183
637450014	GI	33861556
637450014	GenBank/EMBL	NP_893117
637450014	GeneID	1726205
637450014	UniProtKB	Q7V182
637450015	GI	33861557
637450015	GenBank/EMBL	NP_893118
637450015	GeneID	1726127
637450015	UniProtKB	Q7V181
637450016	GI	33861558
637450016	GenBank/EMBL	NP_893119
637450016	GeneID	1725853
637450016	PIRSF	PIRSF001117
637450016	TIGRFam	TIGR02414
637450016	UniProt/TrEMBL	Q7V180
637450017	GI	33861559
637450017	GenBank/EMBL	NP_893120
637450017	GeneID	1726162
637450017	UniProt/TrEMBL	Q7TU86
637450018	GI	33861560
637450018	GenBank/EMBL	NP_893121
637450018	GeneID	1725841
637450018	UniProtKB	Q7V179
637450019	GI	33861561
637450019	GenBank/EMBL	NP_893122
637450019	GeneID	1726085
637450019	UniProt/TrEMBL	Q7V178
637450020	GI	33861562
637450020	GenBank/EMBL	NP_893123
637450020	GeneID	1726093
637450020	PIRSF	PIRSF000303
637450020	UniProt/TrEMBL	Q7V177
637450021	GI	33861563
637450021	GenBank/EMBL	NP_893124
637450021	GeneID	1725990
637450021	UniProt/TrEMBL	Q7V176
637450022	GI	33861564
637450022	GenBank/EMBL	NP_893125
637450022	GeneID	1725787
637450022	UniProtKB	Q7V175
637450023	GI	33861565
637450023	GenBank/EMBL	NP_893126
637450023	GeneID	1725892
637450023	PIRSF	PIRSF006621
637450023	TIGRFam	TIGR00737
637450023	UniProt/TrEMBL	Q7V174
637450024	GI	33861566
637450024	GenBank/EMBL	NP_893127
637450024	GeneID	1725893
637450024	UniProtKB	Q7V173
637450025	GI	33861567
637450025	GenBank/EMBL	NP_893128
637450025	GeneID	1725777
637450025	UniProt/TrEMBL	Q7V172
637450026	GI	33861568
637450026	GenBank/EMBL	NP_893129
637450026	GeneID	1725896
637450026	UniProtKB	Q7V171
637450027	GI	33861569
637450027	GenBank/EMBL	NP_893130
637450027	GeneID	1725786
637450027	UniProtKB	Q7V170
637450028	GI	33861570
637450028	GenBank/EMBL	NP_893131
637450028	GeneID	1726089
637450028	UniProtKB	Q7V169
637450029	GI	33861571
637450029	GenBank/EMBL	NP_893132
637450029	GeneID	1725789
637450029	PIRSF	PIRSF015321
637450029	UniProt/TrEMBL	Q7V168
637450030	GI	33861572
637450030	GenBank/EMBL	NP_893133
637450030	GeneID	1725771
637450030	UniProtKB	Q7TU85
637450031	GI	33861573
637450031	GenBank/EMBL	NP_893134
637450031	GeneID	1725897
637450031	UniProtKB	Q7V167
637450032	GI	33861574
637450032	GenBank/EMBL	NP_893135
637450032	GeneID	1725772
637450032	UniProtKB	Q7V166
637450033	GI	109150043
637450033	GenBank/EMBL	YP_654189
637450033	GeneID	4126788
637450034	GI	33861575
637450034	GenBank/EMBL	NP_893136
637450034	GeneID	1725887
637450034	UniProtKB	Q7TU84
637450035	GI	33861576
637450035	GenBank/EMBL	NP_893137
637450035	GeneID	1726074
637450035	UniProtKB	Q7V165
637450036	GI	33861577
637450036	GenBank/EMBL	NP_893138
637450036	GeneID	1725891
637450036	UniProtKB	Q7V164
637450037	GI	33861578
637450037	GenBank/EMBL	NP_893139
637450037	GeneID	1726030
637450037	UniProt/TrEMBL	Q7V163
637450038	GI	33861579
637450038	GenBank/EMBL	NP_893140
637450038	GeneID	1726003
637450038	UniProtKB	Q7V162
637450039	GI	33861580
637450039	GenBank/EMBL	NP_893141
637450039	GeneID	1726012
637450039	UniProtKB	Q7V161
637450040	GI	33861581
637450040	GenBank/EMBL	NP_893142
637450040	GeneID	1725661
637450040	UniProtKB	Q7V160
637450041	GI	33861582
637450041	GenBank/EMBL	NP_893143
637450041	GeneID	1725623
637450041	PIRSF	PIRSF026426
637450041	UniProt/TrEMBL	Q7V159
637450042	GI	33861583
637450042	GenBank/EMBL	NP_893144
637450042	GeneID	1725936
637450042	UniProt/TrEMBL	Q7TU83
637450043	GI	33861584
637450043	GenBank/EMBL	NP_893145
637450043	GeneID	1725705
637450043	UniProt/TrEMBL	Q7V158
637450044	GI	33861585
637450044	GenBank/EMBL	NP_893146
637450044	GeneID	1725860
637450044	UniProtKB	Q7V157
637450045	GI	33861586
637450045	GenBank/EMBL	NP_893147
637450045	GeneID	1726150
637450045	UniProtKB	Q7V156
637450046	GI	33861587
637450046	GenBank/EMBL	NP_893148
637450046	GeneID	1726204
637450046	PIRSF	PIRSF002763
637450046	UniProt/TrEMBL	Q7V155
637450047	GI	33861588
637450047	GenBank/EMBL	NP_893149
637450047	GeneID	1726380
637450047	UniProtKB	Q7V154
637450048	GI	33861589
637450048	GenBank/EMBL	NP_893150
637450048	GeneID	1726494
637450048	UniProt/TrEMBL	Q7V153
637450049	GI	33861590
637450049	GenBank/EMBL	NP_893151
637450049	GeneID	1726341
637450049	UniProtKB	Q7V152
637450050	GI	33861591
637450050	GenBank/EMBL	NP_893152
637450050	GeneID	1726349
637450050	UniProt/TrEMBL	Q7V151
637450051	GI	33861592
637450051	GenBank/EMBL	NP_893153
637450051	GeneID	1726358
637450051	UniProt/TrEMBL	Q7V150
637450052	GI	33861593
637450052	GenBank/EMBL	NP_893154
637450052	GeneID	1726359
637450052	UniProtKB	Q7V149
637450053	GI	33861594
637450053	GenBank/EMBL	NP_893155
637450053	GeneID	1726372
637450053	UniProtKB	Q7V148
637450054	GI	33861595
637450054	GenBank/EMBL	NP_893156
637450054	GeneID	1726361
637450054	PIRSF	PIRSF016436
637450054	UniProt/TrEMBL	Q7V147
637450055	GI	33861596
637450055	GenBank/EMBL	NP_893157
637450055	GeneID	1726363
637450055	UniProt/TrEMBL	Q7V146
637450056	GI	33861597
637450056	GenBank/EMBL	NP_893158
637450056	GeneID	1726366
637450056	UniProtKB	Q7V145
637450057	GI	33861598
637450057	GenBank/EMBL	NP_893159
637450057	GeneID	1726367
637450057	UniProtKB	Q7V144
637450058	GI	33861599
637450058	GenBank/EMBL	NP_893160
637450058	GeneID	1726369
637450058	UniProt/TrEMBL	Q7V143
637450059	GI	33861600
637450059	GenBank/EMBL	NP_893161
637450059	GeneID	1726589
637450059	UniProt/TrEMBL	Q7V142
637450060	GI	33861601
637450060	GenBank/EMBL	NP_893162
637450060	GeneID	1726711
637450060	UniProtKB	Q7V141
637450061	GI	33861602
637450061	GenBank/EMBL	NP_893163
637450061	GeneID	1726800
637450061	UniProt/TrEMBL	Q7V140
637450062	GI	33861603
637450062	GenBank/EMBL	NP_893164
637450062	GeneID	1726946
637450062	UniProt/TrEMBL	Q7V139
637450063	GI	33861604
637450063	GenBank/EMBL	NP_893165
637450063	GeneID	1726934
637450063	UniProtKB	Q7V138
637450064	GI	33861605
637450064	GenBank/EMBL	NP_893166
637450064	GeneID	1726938
637450064	UniProtKB	Q7V137
637450065	GI	33861606
637450065	GenBank/EMBL	NP_893167
637450065	GeneID	1726939
637450065	UniProt/TrEMBL	Q7V136
637450066	GI	33861607
637450066	GenBank/EMBL	NP_893168
637450066	GeneID	1726802
637450066	UniProtKB	Q7V135
637450067	GI	33861608
637450067	GenBank/EMBL	NP_893169
637450067	GeneID	1726778
637450067	PIRSF	PIRSF005093
637450067	UniProt/TrEMBL	Q7V134
637450068	GI	33861609
637450068	GenBank/EMBL	NP_893170
637450068	GeneID	1726792
637450068	PIRSF	PIRSF006806
637450068	UniProt/TrEMBL	Q7V133
637450069	GI	33861610
637450069	GenBank/EMBL	NP_893171
637450069	GeneID	1726941
637450069	UniProtKB	Q7V132
637450070	GI	33861611
637450070	GenBank/EMBL	NP_893172
637450070	GeneID	1726712
637450070	UniProtKB	Q7TU82
637450071	GI	33861612
637450071	GenBank/EMBL	NP_893173
637450071	GeneID	1726791
637450071	UniProtKB	Q7V131
637450072	GI	33861613
637450072	GenBank/EMBL	NP_893174
637450072	GeneID	1726713
637450072	UniProtKB	Q7V130
637450073	GI	33861614
637450073	GenBank/EMBL	NP_893175
637450073	GeneID	1727060
637450073	UniProtKB	Q7V129
637450074	GI	33861615
637450074	GenBank/EMBL	NP_893176
637450074	GeneID	1727111
637450074	UniProtKB	Q7V128
637450075	GI	33861616
637450075	GenBank/EMBL	NP_893177
637450075	GeneID	1727093
637450075	UniProtKB	Q7V127
637450076	GI	33861617
637450076	GenBank/EMBL	NP_893178
637450076	GeneID	1726732
637450076	UniProtKB	Q7V126
637450077	GI	33861618
637450077	GenBank/EMBL	NP_893179
637450077	GeneID	1727101
637450077	UniProtKB	Q7V125
637450078	GI	33861619
637450078	GenBank/EMBL	NP_893180
637450078	GeneID	1727083
637450078	UniProtKB	Q7V124
637450079	GI	33861620
637450079	GenBank/EMBL	NP_893181
637450079	GeneID	1726780
637450079	UniProtKB	Q7V123
637450080	GI	33861621
637450080	GenBank/EMBL	NP_893182
637450080	GeneID	1727089
637450080	UniProtKB	Q7V122
637450081	GI	33861622
637450081	GenBank/EMBL	NP_893183
637450081	GeneID	1726808
637450081	UniProtKB	Q7V121
637450082	GI	33861623
637450082	GenBank/EMBL	NP_893184
637450082	GeneID	1727108
637450082	UniProtKB	Q7U395
637450083	GI	33861624
637450083	GenBank/EMBL	NP_893185
637450083	GeneID	1726948
637450083	TIGRFam	TIGR00277
637450083	UniProt/TrEMBL	Q7V120
637450084	GI	33861625
637450084	GenBank/EMBL	NP_893186
637450084	GeneID	1726781
637450084	PIRSF	PIRSF000200
637450084	UniProt/TrEMBL	Q7TU81
637450085	GI	33861626
637450085	GenBank/EMBL	NP_893187
637450085	GeneID	1727136
637450085	PIRSF	PIRSF000496
637450085	UniProt/TrEMBL	Q7V119
637450086	GI	33861627
637450086	GenBank/EMBL	NP_893188
637450086	GeneID	1726715
637450086	UniProtKB	Q7V118
637450087	GI	33861628
637450087	GenBank/EMBL	NP_893189
637450087	GeneID	1727113
637450087	UniProtKB	Q7TU80
637450088	GI	33861629
637450088	GenBank/EMBL	NP_893190
637450088	GeneID	1726803
637450088	UniProtKB	Q7V117
637450089	GI	33861630
637450089	GenBank/EMBL	NP_893191
637450089	GeneID	1727009
637450089	UniProtKB	Q7V116
637450090	GI	33861631
637450090	GenBank/EMBL	NP_893192
637450090	GeneID	1727013
637450090	UniProtKB	Q7V115
637450091	GI	33861632
637450091	GenBank/EMBL	NP_893193
637450091	GeneID	1727027
