gene_oid	gene_length	query_start	query_end	subj_start	subj_end	evalue	bit_score	pfam_id	pfam_name	pfam_length
637449589	116	28	116	1	99	7.6e-22	77.4	pfam00127	Copper-bind	99
637449590	327	6	236	2	231	5.9e-13	48.8	pfam01370	Epimerase	236
637449591	346	4	344	5	341	8.0e-113	376.8	pfam01208	URO-D	343
637449592	754	125	207	1	84	4.7e-20	71.4	pfam02922	CBM_48	85
637449592	754	293	398	7	82	1.5e-13	50.8	pfam00128	Alpha-amylase	316
637449592	754	652	753	1	94	4.5e-22	78	pfam02806	Alpha-amylase_C	96
637449593	525	15	272	1	272	3.2e-57	194	pfam02129	Peptidase_S15	272
637449593	525	353	510	63	193	7.6e-15	55.3	pfam08530	PepX_C	218
637449595	135	11	131	1	121	2.0e-27	95.5	pfam14229	DUF4332	122
637449596	147	1	143	1	144	8.5e-55	184.2	pfam10726	DUF2518	145
637449597	1314	879	1314	3	379	1.2e-38	133.2	pfam04357	DUF490	379
637449598	436	2	320	36	299	2.0e-10	39.5	pfam00171	Aldedh	462
637449599	120	5	115	1	109	2.4e-20	72.7	pfam02152	FolB	113
637449600	197	27	164	36	119	4.8e-07	29.5	pfam00561	Abhydrolase_1	230
637449601	695	234	691	1	457	0.0e+00	470.6	pfam01432	Peptidase_M3	458
637449602	494	114	386	1	268	1.4e-69	234.3	pfam00361	Oxidored_q1	270
637449603	315	89	150	4	67	3.4e-12	46.2	pfam00288	GHMP_kinases_N	67
637449603	315	212	290	37	84	8.7e-08	32.2	pfam08544	GHMP_kinases_C	85
637449604	345	4	341	1	314	2.7e-97	325.3	pfam02685	Glucokinase	316
637449605	638	2	61	3	60	5.0e-08	32.6	pfam02824	TGS	60
637449605	638	169	218	1	44	1.3e-13	50.5	pfam07973	tRNA_SAD	44
637449605	638	272	440	3	167	3.4e-45	153.7	pfam00587	tRNA-synt_2b	173
637449605	638	540	630	4	91	1.3e-10	41.1	pfam03129	HGTP_anticodon	94
637449606	338	1	289	5	291	2.4e-79	266.5	pfam00579	tRNA-synt_1b	292
637449608	441	259	420	4	160	1.7e-34	118.6	pfam05128	DUF697	162
637449609	300	35	299	1	256	3.0e-61	206.9	pfam01297	TroA	256
637449610	254	26	174	3	137	2.3e-28	99.2	pfam00005	ABC_tran	137
637449611	290	19	275	2	257	2.1e-85	286.1	pfam00950	ABC-3	258
637449612	388	33	353	1	283	3.3e-104	348	pfam14234	DUF4336	285
637449613	112	18	102	1	86	9.9e-30	102.5	pfam05542	DUF760	86
637449614	194	37	128	1	69	1.9e-12	46.6	pfam00717	Peptidase_S24	70
637449615	588	13	183	7	161	7.4e-18	64.6	pfam02776	TPP_enzyme_N	172
637449615	588	427	567	22	153	1.1e-05	24.9	pfam02775	TPP_enzyme_C	153
637449616	285	24	273	6	245	9.5e-56	188.6	pfam00378	ECH	245
637449617	483	2	216	1	244	2.3e-62	210.6	pfam08323	Glyco_transf_5	245
637449617	483	261	419	11	145	5.8e-15	55.1	pfam00534	Glycos_transf_1	172
637449618	456	27	103	3	82	1.6e-11	44.1	pfam01225	Mur_ligase	83
637449618	456	113	302	1	188	3.4e-33	115.2	pfam08245	Mur_ligase_M	188
637449618	456	320	404	3	78	3.4e-07	30.1	pfam02875	Mur_ligase_C	91
637449619	449	4	197	2	129	1.7e-21	76.9	pfam12804	NTP_transf_3	160
637449619	449	261	296	2	35	2.7e-06	26.6	pfam00132	Hexapep	36
637449619	449	312	347	1	36	8.9e-08	31.3	pfam00132	Hexapep	36
637449619	449	389	424	2	33	7.8e-07	28.5	pfam14602	Hexapep_2	34
637449620	310	113	230	4	110	1.6e-24	85.9	pfam05430	Methyltransf_30	124
637449621	438	9	433	1	419	1.2e-117	392.9	pfam00275	EPSP_synthase	419
637449622	207	1	207	35	232	2.8e-64	216.2	pfam04029	2-ph_phosp	234
637449623	275	5	182	1	186	1.9e-27	95.8	pfam00795	CN_hydrolase	186
637449624	362	33	132	11	95	1.6e-06	27.9	pfam11741	AMIN	95
637449624	362	184	356	1	174	6.1e-51	172.6	pfam01520	Amidase_3	175
637449625	264	5	210	1	213	1.5e-25	90.4	pfam01177	Asp_Glu_race	216
637449626	323	32	289	2	258	7.4e-65	218.3	pfam00348	polyprenyl_synt	260
637449627	660	93	539	9	416	1.4e-94	316.8	pfam00501	AMP-binding	417
637449627	660	547	625	1	73	4.4e-21	75.6	pfam13193	AMP-binding_C	73
637449628	240	6	231	8	208	3.1e-41	141	pfam07082	DUF1350	250
637449629	270	50	203	1	164	6.3e-12	46	pfam00929	RNase_T	164
637449630	137	22	50	1	28	4.8e-07	29	pfam01744	GLTT	29
637449630	137	52	80	3	28	2.6e-07	29.9	pfam01744	GLTT	29
637449630	137	106	137	1	32	2.0e-16	59.2	pfam12518	DUF3721	34
637449631	429	9	310	1	311	1.5e-45	155.6	pfam13393	tRNA-synt_His	311
637449631	429	325	422	2	86	6.3e-09	35.6	pfam03129	HGTP_anticodon	94
637449633	100	2	61	3	59	2.5e-17	62.8	pfam09493	DUF2389	60
637449635	352	9	285	1	268	2.8e-67	227.2	pfam00421	PSII	437
637449635	352	290	347	385	420	5.2e-09	35.1	pfam00421	PSII	437
637449638	219	6	81	1	71	1.9e-16	60	pfam13417	GST_N_3	75
637449638	219	87	196	31	84	8.3e-08	32.6	pfam14497	GST_C_3	99
637449639	180	3	80	1	98	8.8e-05	22.8	pfam10544	T5orf172	100
637449640	235	2	172	2	166	1.2e-16	61	pfam00106	adh_short	167
637449641	427	8	406	1	371	1.4e-65	221.7	pfam05834	Lycopene_cycl	374
637449642	333	5	158	2	135	2.3e-08	34.1	pfam00106	adh_short	167
637449643	343	127	328	3	206	6.1e-39	133.4	pfam00924	MS_channel	206
637449644	185	13	162	2	173	2.0e-27	96.2	pfam00857	Isochorismatase	174
637449645	150	20	143	2	119	1.8e-34	118.2	pfam01475	FUR	120
637449646	310	18	167	2	141	2.4e-07	31	pfam04055	Radical_SAM	166
637449646	310	174	308	1	134	3.0e-54	182.4	pfam12345	DUF3641	134
637449647	403	16	394	1	381	0.0e+00	598.1	pfam09506	Salt_tol_Pase	381
637449650	442	7	439	1	385	0.0e+00	466.6	pfam01053	Cys_Met_Meta_PP	386
637449651	296	2	295	2	296	8.9e-94	313.5	pfam04204	HTS	298
637449652	522	2	84	7	83	2.5e-16	59.1	pfam13792	Sulfate_tra_GLY	84
637449652	522	115	388	2	279	7.8e-61	205.5	pfam00916	Sulfate_transp	280
637449652	522	429	521	14	100	1.3e-06	27.7	pfam01740	STAS	117
637449653	425	34	151	30	137	4.1e-14	52.2	pfam01565	FAD_binding_4	139
637449654	407	46	150	1	102	1.7e-24	85.9	pfam01903	CbiX	105
637449654	407	174	278	1	104	6.6e-19	67.9	pfam01903	CbiX	105
637449655	85	23	79	1	57	1.1e-24	86.1	pfam10929	DUF2811	57
637449656	548	7	49	1	36	3.0e-06	26.3	pfam00890	FAD_binding_2	417
637449656	548	400	541	1	144	8.1e-17	61.8	pfam05199	GMC_oxred_C	144
637449657	157	20	95	12	77	2.6e-11	43.1	pfam13599	Pentapeptide_4	78
637449661	129	2	125	1	128	3.4e-23	82	pfam00903	Glyoxalase	128
637449666	240	3	48	1	48	4.8e-10	38.7	pfam01479	S4	48
637449666	240	64	192	2	163	1.8e-14	53.9	pfam00849	PseudoU_synth_2	164
637449668	249	55	146	108	176	1.1e-14	54.1	pfam01653	DNA_ligase_aden	315
637449668	249	158	248	235	311	7.0e-08	31.7	pfam01653	DNA_ligase_aden	315
637449669	87	14	68	1	55	1.5e-22	79.1	pfam07878	DUF1662	55
637449671	231	46	211	4	103	2.4e-14	53.1	pfam13847	Methyltransf_31	152
637449672	545	18	284	2	186	1.2e-50	171.5	pfam00009	GTP_EFTU	188
637449672	545	319	386	2	74	9.0e-06	25.7	pfam03144	GTP_EFTU_D2	74
637449673	224	21	224	2	194	8.4e-50	168.9	pfam11833	DUF3353	194
637449674	300	2	291	2	279	1.1e-75	254.3	pfam01430	HSP33	280
637449675	215	19	157	1	137	5.3e-33	114.2	pfam00005	ABC_tran	137
637449676	147	1	147	1	146	2.8e-68	228.2	pfam12049	DUF3531	147
637449677	257	22	248	2	224	5.0e-56	189.3	pfam04452	Methyltrans_RNA	225
637449678	247	11	235	2	226	2.7e-71	239.3	pfam01940	DUF92	226
637449679	214	9	198	1	177	5.4e-25	88.5	pfam13472	Lipase_GDSL_2	179
637449681	245	21	174	1	137	3.8e-30	104.9	pfam00005	ABC_tran	137
637449682	301	35	287	1	243	1.1e-58	198.5	pfam12974	Phosphonate-bd	243
637449683	393	33	384	2	355	3.5e-73	246.6	pfam00155	Aminotran_1_2	363
637449684	167	6	158	4	151	1.5e-36	125.1	pfam03167	UDG	152
637449685	405	25	400	1	357	0.0e+00	488.6	pfam04551	GcpE	359
637449686	429	93	173	5	81	5.1e-12	45.7	pfam00595	PDZ	81
637449686	429	205	366	2	169	2.2e-54	183.3	pfam03572	Peptidase_S41	169
637449687	304	2	302	2	296	2.3e-124	414	pfam02445	NadA	296
637449688	289	11	212	1	199	3.6e-16	59.1	pfam00149	Metallophos	200
637449689	265	46	157	2	119	6.0e-07	29.3	pfam04536	TPM	119
637449690	396	67	327	3	239	6.7e-47	160	pfam02636	Methyltransf_28	252
637449691	363	71	332	2	261	6.7e-102	339.8	pfam01761	DHQ_synthase	261
637449692	396	118	289	2	172	5.0e-49	165.9	pfam02222	ATP-grasp	172
637449693	117	40	114	1	75	2.8e-22	78.5	pfam07864	DUF1651	75
637449695	60	18	57	3	35	2.8e-05	23.7	pfam02617	ClpS	82
637449697	105	1	105	25	127	5.1e-53	178	pfam12707	DUF3804	128
637449698	84	2	74	109	155	7.4e-08	32.7	pfam00504	Chloroa_b-bind	156
637449700	68	6	63	2	59	2.3e-17	62.9	pfam09493	DUF2389	60
637449703	221	2	161	2	166	3.7e-16	59.4	pfam00106	adh_short	167
637449704	242	17	203	16	189	1.7e-17	63.5	pfam00117	GATase	192
637449710	103	3	91	1	90	6.9e-26	90.4	pfam11746	DUF3303	91
637449712	117	8	115	36	118	1.1e-19	70.7	pfam07386	DUF1499	118
637449713	351	23	98	3	77	4.0e-14	52	pfam07885	Ion_trans_2	79
637449713	351	120	235	1	116	4.9e-29	100.6	pfam02254	TrkA_N	116
637449713	351	283	341	16	71	1.9e-07	30.5	pfam02080	TrkA_C	71
637449714	242	14	127	1	110	1.2e-27	96.1	pfam00072	Response_reg	112
637449714	242	165	241	1	77	3.3e-27	94.1	pfam00486	Trans_reg_C	77
637449715	382	160	224	2	66	3.4e-12	46.1	pfam00512	HisKA	68
637449715	382	269	381	2	110	1.4e-20	73	pfam02518	HATPase_c	111
637449717	760	456	759	12	323	9.4e-40	136.8	pfam13449	Phytase-like	326
637449718	452	109	449	8	353	2.6e-08	33.4	pfam04966	OprB	371
637449719	323	18	293	6	281	1.0e-51	176.1	pfam12849	PBP_like_2	281
637449720	408	5	177	1	166	1.0e-39	135.8	pfam02417	Chromate_transp	169
637449720	408	226	403	2	167	6.6e-36	123.4	pfam02417	Chromate_transp	169
637449721	419	8	371	7	351	2.2e-20	72.6	pfam07690	MFS_1	352
637449722	340	1	157	1	151	1.2e-46	158.3	pfam00044	Gp_dh_N	151
637449722	340	162	318	1	157	7.2e-59	197.7	pfam02800	Gp_dh_C	157
637449723	126	42	88	1	46	3.7e-17	61.7	pfam01022	HTH_5	47
637449725	321	31	225	2	186	4.3e-28	97.9	pfam01758	SBF	187
637449727	178	105	175	3	68	4.4e-07	29.5	pfam13545	HTH_Crp_2	76
637449728	101	4	89	2	86	4.1e-39	132.2	pfam12594	DUF3764	86
637449732	315	94	313	1	183	4.4e-23	81.7	pfam00528	BPD_transp_1	185
637449733	297	92	297	1	182	1.1e-19	70.7	pfam00528	BPD_transp_1	185
637449734	269	29	183	2	136	2.5e-28	99	pfam00005	ABC_tran	137
637449736	214	31	201	4	107	1.5e-06	27.7	pfam00149	Metallophos	200
637449737	825	25	200	2	163	1.4e-22	79.9	pfam00270	DEAD	169
637449737	825	279	356	6	75	2.4e-11	43.3	pfam00271	Helicase_C	78
637449737	825	606	796	2	187	6.0e-48	163	pfam08494	DEAD_assoc	187
637449738	545	1	169	1	177	2.5e-20	73	pfam04675	DNA_ligase_A_N	177
637449738	545	213	417	3	202	2.7e-37	128.1	pfam01068	DNA_ligase_A_M	202
637449738	545	437	527	2	97	3.4e-09	36.9	pfam04679	DNA_ligase_A_C	97
637449741	95	3	54	6	52	6.5e-09	35.3	pfam04760	IF2_N	54
637449742	438	157	427	7	267	2.7e-95	318.1	pfam09903	DUF2130	267
637449748	92	1	90	8	92	3.8e-12	45.8	pfam09876	DUF2103	103
637449749	34	1	29	1	29	1.7e-18	65.8	pfam03742	PetN	29
637449750	217	21	217	1	212	3.7e-64	216.2	pfam11264	ThylakoidFormat	216
637449751	196	9	191	2	181	6.0e-82	273.7	pfam00574	CLP_protease	182
637449752	637	8	120	1	108	1.1e-07	31.9	pfam06480	FtsH_ext	110
637449752	637	217	350	1	130	3.8e-45	153.3	pfam00004	AAA	132
637449752	637	411	619	4	213	3.2e-78	262	pfam01434	Peptidase_M41	213
637449753	71	4	66	2	63	1.3e-28	98.3	pfam11347	DUF3148	63
637449754	409	3	149	7	138	3.3e-09	36.6	pfam00675	Peptidase_M16	149
637449754	409	159	332	70	182	4.8e-11	42.6	pfam05193	Peptidase_M16_C	184
637449755	416	17	164	9	148	2.9e-28	98.5	pfam00675	Peptidase_M16	149
637449755	416	169	350	2	182	1.4e-19	70.4	pfam05193	Peptidase_M16_C	184
637449756	241	20	240	2	228	5.8e-65	218.9	pfam05996	Fe_bilin_red	228
637449757	305	73	304	32	242	1.6e-09	37.3	pfam12700	HlyD_2	328
637449758	391	273	387	3	117	1.9e-16	59.9	pfam02687	FtsX	121
637449759	240	34	183	1	137	2.1e-33	115.5	pfam00005	ABC_tran	137
637449761	305	6	167	1	105	2.4e-27	95.6	pfam00535	Glycos_transf_2	169
637449761	305	137	210	16	70	1.1e-06	27.9	pfam02709	Glyco_transf_7C	78
637449762	234	9	225	1	211	2.7e-81	271.8	pfam00318	Ribosomal_S2	211
637449763	218	4	41	1	37	1.3e-11	43.9	pfam00627	UBA	37
637449763	218	57	99	1	40	1.5e-11	44.1	pfam00889	EF_TS	221
637449763	218	92	199	120	221	1.4e-29	103	pfam00889	EF_TS	221
637449765	818	394	557	3	164	6.9e-22	77.7	pfam00270	DEAD	169
637449765	818	634	709	9	77	1.0e-14	54.1	pfam00271	Helicase_C	78
637449766	228	25	223	19	188	3.7e-25	88.6	pfam01427	Peptidase_M15	198
637449767	596	79	145	10	65	6.6e-14	51.2	pfam03460	NIR_SIR_ferr	69
637449767	596	198	363	34	155	9.8e-36	122.4	pfam01077	NIR_SIR	157
637449767	596	381	446	3	68	8.7e-13	47.7	pfam03460	NIR_SIR_ferr	69
637449767	596	455	592	6	129	2.0e-06	27.2	pfam01077	NIR_SIR	157
637449768	720	4	569	1	545	0.0e+00	586.9	pfam02092	tRNA_synt_2f	549
637449769	443	1	313	3	311	7.9e-10	38.3	pfam01494	FAD_binding_3	356
637449770	243	94	224	2	131	5.5e-38	129.8	pfam02557	VanY	132
637449771	600	6	199	1	187	1.2e-53	181.3	pfam00009	GTP_EFTU	188
637449771	600	222	292	1	74	1.1e-10	41.4	pfam03144	GTP_EFTU_D2	74
637449771	600	398	486	3	85	1.6e-19	69.5	pfam00679	EFG_C	89
637449772	127	11	72	2	62	1.2e-21	75.9	pfam03745	DUF309	62
637449773	242	18	167	2	137	1.2e-28	100	pfam00005	ABC_tran	137
637449774	314	73	302	1	214	6.8e-69	231.6	pfam01578	Cytochrom_C_asm	214
637449775	251	17	226	2	199	2.1e-62	209.8	pfam00834	Ribul_P_3_epim	201
637449776	333	2	323	2	309	2.5e-126	420.5	pfam03320	FBPase_glpX	309
637449777	433	6	157	1	152	1.1e-47	161.4	pfam05201	GlutR_N	152
637449777	433	182	315	9	135	3.4e-29	101.6	pfam01488	Shikimate_DH	135
637449777	433	328	430	1	100	1.2e-25	89.3	pfam00745	GlutR_dimer	101
637449778	431	5	277	2	248	6.6e-72	241.7	pfam00483	NTP_transferase	248
637449779	472	3	175	2	162	1.4e-48	164.8	pfam03446	NAD_binding_2	163
637449779	472	179	471	1	291	3.9e-118	393.9	pfam00393	6PGD	291
637449780	245	23	212	3	198	1.7e-45	155.2	pfam01182	Glucosamine_iso	199
637449781	182	6	176	4	157	8.9e-37	126.3	pfam08547	CIA30	157
637449783	559	34	553	1	521	0.0e+00	693.8	pfam00920	ILVD_EDD	521
637449785	205	9	194	1	199	1.9e-22	79.5	pfam14681	UPRTase	207
637449786	170	89	150	1	58	5.7e-09	35.6	pfam13599	Pentapeptide_4	78
637449787	351	6	211	1	175	3.3e-42	143.9	pfam02492	cobW	178
637449787	351	247	341	6	89	7.7e-09	35.1	pfam07683	CobW_C	94
637449788	83	4	82	1	79	1.2e-29	102	pfam02700	PurS	80
637449789	221	3	209	3	232	6.9e-41	139.8	pfam13507	GATase_5	259
637449790	357	2	329	2	287	2.5e-98	328.7	pfam01116	F_bP_aldolase	287
637449791	367	10	128	1	108	8.7e-20	71.4	pfam01408	GFO_IDH_MocA	120
637449791	367	140	241	1	68	6.2e-11	42.1	pfam02894	GFO_IDH_MocA_C	115
637449793	292	57	280	11	186	6.1e-18	64.4	pfam01039	Carboxyl_trans	493
637449794	299	7	220	1	194	4.0e-68	228.8	pfam00485	PRK	194
637449795	357	5	353	1	348	3.0e-127	424.3	pfam00180	Iso_dh	348
637449796	344	24	99	2	72	1.0e-15	57	pfam04613	LpxD	72
637449796	344	102	135	6	35	3.1e-05	23.2	pfam00132	Hexapep	36
637449796	344	136	171	1	34	3.7e-09	35.6	pfam00132	Hexapep	36
637449796	344	231	266	1	36	2.6e-07	29.8	pfam00132	Hexapep	36
637449797	360	2	234	1	240	2.6e-36	125.3	pfam00696	AA_kinase	242
637449797	360	276	348	1	66	3.8e-16	58.5	pfam01472	PUA	74
637449798	164	69	145	4	50	1.7e-07	30.8	pfam13242	Hydrolase_like	75
637449799	178	20	83	2	75	8.6e-08	32.4	pfam06949	DUF1292	76
637449799	178	84	177	1	98	1.0e-29	102.5	pfam12527	DUF3727	100
637449800	151	9	138	2	134	3.1e-27	95.3	pfam03652	UPF0081	135
637449802	386	183	385	2	226	4.9e-13	48.6	pfam01996	F420_ligase	228
637449804	540	342	535	4	193	5.1e-63	211.7	pfam12452	DUF3685	193
637449805	255	2	231	2	229	8.2e-80	267.3	pfam00977	His_biosynth	229
637449806	306	3	206	1	235	2.5e-15	56.5	pfam01370	Epimerase	236
637449807	180	12	118	3	86	2.9e-17	62.8	pfam01066	CDP-OH_P_transf	101
637449808	203	1	113	1	116	1.4e-21	76.2	pfam03479	DUF296	120
637449808	203	126	184	1	59	1.6e-10	40.8	pfam00462	Glutaredoxin	60
637449810	219	3	191	1	182	7.0e-39	133.7	pfam13460	NAD_binding_10	183
637449811	217	35	170	1	105	1.2e-16	60.9	pfam00730	HhH-GPD	108
637449811	217	100	128	2	29	9.8e-08	31.2	pfam00633	HHH	30
637449812	352	25	167	1	136	3.7e-35	121.2	pfam00005	ABC_tran	137
637449813	184	30	167	5	140	4.8e-27	94.4	pfam00210	Ferritin	142
637449815	198	121	186	1	58	5.4e-07	29.3	pfam13545	HTH_Crp_2	76
637449816	268	22	174	2	137	4.6e-26	91.7	pfam00005	ABC_tran	137
637449817	440	47	140	2	83	6.8e-17	60.8	pfam00355	Rieske	97
637449824	42	1	32	131	155	2.0e-05	24.8	pfam00504	Chloroa_b-bind	156
637449828	99	22	95	1	69	3.4e-21	75.1	pfam07864	DUF1651	75
637449831	321	17	319	4	324	1.7e-96	322.7	pfam06089	Asparaginase_II	325
637449832	164	6	149	1	144	8.2e-55	184.6	pfam06799	DUF1230	145
637449833	114	6	105	4	100	4.7e-26	90.7	pfam02410	Oligomerisation	100
637449834	212	4	147	2	146	5.2e-38	129.8	pfam11780	DUF3318	146
637449835	1099	6	123	2	110	1.6e-19	70	pfam00289	CPSase_L_chain	110
637449835	1099	128	336	1	210	3.0e-69	232.5	pfam02786	CPSase_L_D2	211
637449835	1099	423	547	2	123	3.7e-39	133.2	pfam02787	CPSase_L_D3	123
637449835	1099	570	690	2	110	1.5e-17	63.7	pfam00289	CPSase_L_chain	110
637449835	1099	695	904	1	209	7.1e-34	116.9	pfam02786	CPSase_L_D2	211
637449835	1099	983	1069	3	95	1.8e-18	66.2	pfam02142	MGS	95
637449837	606	52	322	2	274	1.9e-30	106.2	pfam00664	ABC_membrane	275
637449837	606	383	531	1	137	4.3e-30	104.7	pfam00005	ABC_tran	137
637449838	58	1	57	9	58	5.8e-22	77	pfam13275	S4_2	65
637449839	230	1	227	9	243	4.5e-73	245.3	pfam00121	TIM	244
637449840	280	23	230	1	210	3.6e-65	219.2	pfam00809	Pterin_bind	210
637449841	1335	24	187	1	164	8.3e-48	162.2	pfam11965	DUF3479	164
637449841	1335	189	1318	3	1098	0.0e+00	1136	pfam02514	CobN-Mg_chel	1098
637449842	282	9	143	2	124	7.2e-36	122.8	pfam01113	DapB_N	124
637449842	282	146	281	1	131	7.6e-33	113	pfam05173	DapB_C	132
637449844	384	159	302	210	318	1.5e-05	24.2	pfam01494	FAD_binding_3	356
637449845	64	5	62	2	57	1.6e-19	69.7	pfam11165	DUF2949	58
637449846	176	12	175	2	171	2.2e-52	177.3	pfam11237	DUF3038	171
637449847	206	6	184	3	186	5.7e-34	117.2	pfam14233	DUF4335	189
637449849	1171	491	587	2	98	4.6e-22	77.8	pfam02559	CarD_CdnL_TRCF	98
637449849	1171	616	779	15	164	2.7e-20	72.5	pfam00270	DEAD	169
637449849	1171	843	921	6	78	8.9e-13	47.9	pfam00271	Helicase_C	78
637449849	1171	1014	1111	1	86	1.9e-21	75.8	pfam03461	TRCF	101
637449850	236	27	205	3	183	1.7e-37	128.6	pfam03741	TerC	184
637449851	328	1	181	1	181	8.4e-40	136.2	pfam00551	Formyl_trans_N	181
637449851	328	211	319	2	98	3.7e-18	65.4	pfam02911	Formyl_trans_C	100
637449852	450	20	313	7	293	1.6e-53	181.9	pfam01523	PmbA_TldD	293
637449853	474	34	329	1	293	1.8e-61	208	pfam01523	PmbA_TldD	293
637449854	390	89	222	1	137	2.2e-38	131.6	pfam02915	Rubrerythrin	137
637449855	183	65	182	2	118	2.9e-47	159.8	pfam11210	DUF2996	119
637449857	739	69	127	2	56	1.5e-15	56.4	pfam08206	OB_RNB	58
637449857	739	654	738	2	72	2.7e-12	46.6	pfam00575	S1	74
637449858	99	6	82	2	78	9.7e-22	76.9	pfam01169	UPF0016	78
637449859	108	20	96	1	77	1.0e-23	83.2	pfam01169	UPF0016	78
637449860	115	5	87	2	72	1.3e-12	47.9	pfam03692	CxxCxxCC	85
637449861	249	7	196	3	176	2.3e-20	73.5	pfam13419	HAD_2	176
637449862	108	51	108	3	60	4.2e-05	23.6	pfam04483	DUF565	60
637449863	58	2	56	1	48	1.2e-11	44.5	pfam01783	Ribosomal_L32p	56
637449864	584	171	304	1	130	1.4e-45	154.6	pfam00004	AAA	132
637449864	584	364	577	2	213	8.1e-50	169.2	pfam01434	Peptidase_M41	213
637449866	194	5	137	1	123	9.0e-40	135.2	pfam00578	AhpC-TSA	124
637449866	194	157	193	2	39	2.0e-09	36.9	pfam10417	1-cysPrx_C	40
637449869	78	2	78	1	74	6.4e-23	80.6	pfam07864	DUF1651	75
637449871	82	3	80	1	73	3.5e-20	71.8	pfam07864	DUF1651	75
637449874	160	1	148	4	142	3.3e-29	101.5	pfam00588	SpoU_methylase	142
637449875	182	12	173	1	167	1.8e-39	134.7	pfam02283	CobU	167
637449877	208	7	200	2	194	4.5e-67	225	pfam11152	DUF2930	195
637449878	162	1	83	54	133	1.8e-08	34	pfam06835	LptC	176
637449879	511	3	361	1	390	1.8e-118	395.6	pfam09334	tRNA-synt_1g	391
637449880	394	1	289	2	320	8.6e-61	206	pfam00773	RNB	325
637449881	73	13	66	2	54	1.5e-28	98.4	pfam01084	Ribosomal_S18	54
637449882	64	7	64	1	48	3.8e-23	81.4	pfam00471	Ribosomal_L33	48
637449883	821	45	147	1	91	2.8e-21	75.1	pfam01588	tRNA_bind	95
637449883	821	218	400	5	173	2.3e-53	180.2	pfam03483	B3_4	174
637449883	821	416	502	4	70	2.7e-12	46.3	pfam03484	B5	70
637449883	821	727	820	2	94	7.6e-20	70.8	pfam03147	FDX-ACB	94
637449885	337	280	336	6	56	2.6e-06	27	pfam00226	DnaJ	64
637449886	276	218	276	1	58	2.1e-18	65.8	pfam09830	ATP_transf	62
637449887	130	11	127	2	116	1.3e-53	179.4	pfam09996	DUF2237	117
637449889	1186	15	310	1	303	4.6e-77	259.3	pfam02574	S-methyl_trans	305
637449889	1186	346	554	1	210	4.7e-29	101.2	pfam00809	Pterin_bind	210
637449889	1186	644	721	3	79	1.8e-21	75.9	pfam02607	B12-binding_2	79
637449889	1186	733	851	2	120	3.1e-20	72.2	pfam02310	B12-binding	121
637449889	1186	888	1186	67	193	4.2e-14	52.2	pfam02965	Met_synt_B12	211
637449890	304	54	283	1	231	3.2e-42	144.5	pfam01063	Aminotran_4	231
637449891	1245	139	1227	2	1098	0.0e+00	1095.1	pfam02514	CobN-Mg_chel	1098
637449892	215	22	185	1	142	1.8e-13	50.6	pfam02811	PHP	175
637449893	199	13	162	3	146	8.5e-48	162	pfam03653	UPF0093	147
637449894	656	42	120	2	76	1.5e-08	34.8	pfam01541	GIY-YIG	80
637449894	656	234	265	7	34	1.1e-09	37.4	pfam02151	UVR	36
637449894	656	409	587	1	154	8.2e-53	178	pfam08459	UvrC_HhH_N	155
637449894	656	601	656	8	57	3.7e-09	36.3	pfam12826	HHH_2	64
637449895	162	12	162	2	141	1.4e-29	102.9	pfam01613	Flavin_Reduct	154
637449896	159	4	133	1	156	3.2e-19	69.5	pfam01467	CTP_transf_2	157
637449897	323	1	142	42	158	6.1e-11	41.4	pfam02113	Peptidase_S13	444
637449897	323	130	320	266	427	8.5e-30	103.6	pfam02113	Peptidase_S13	444
637449898	215	7	214	1	207	2.4e-55	187.4	pfam09353	DUF1995	210
637449899	390	6	379	1	371	1.8e-64	217.8	pfam00266	Aminotran_5	371
637449900	286	6	132	1	119	2.5e-28	98.4	pfam01678	DAP_epimerase	121
637449900	286	162	278	1	121	6.0e-27	93.9	pfam01678	DAP_epimerase	121
637449901	858	23	188	1	180	1.4e-27	95.9	pfam00133	tRNA-synt_1	601
637449901	858	233	414	1	183	2.1e-61	206.4	pfam13603	tRNA-synt_1_2	185
637449901	858	418	606	414	558	2.6e-11	42.2	pfam00133	tRNA-synt_1	601
637449901	858	620	662	561	600	2.3e-07	29.2	pfam00133	tRNA-synt_1	601
637449901	858	700	826	4	144	4.0e-22	78.6	pfam08264	Anticodon_1	153
637449902	526	26	477	15	470	1.0e-73	248.4	pfam00342	PGI	486
637449903	218	23	203	1	179	8.8e-51	172	pfam00551	Formyl_trans_N	181
637449904	351	2	146	1	121	2.2e-29	102.2	pfam01118	Semialdhyde_dh	121
637449904	351	163	322	1	184	6.0e-13	49	pfam02774	Semialdhyde_dhC	184
637449905	577	27	222	1	194	1.6e-82	275.4	pfam00926	DHBP_synthase	194
637449905	577	229	398	3	169	9.3e-73	243	pfam00925	GTP_cyclohydro2	169
637449906	145	3	144	4	139	3.6e-41	140.9	pfam00160	Pro_isomerase	155
637449907	130	3	96	1	86	1.4e-36	124.1	pfam11360	DUF3110	86
637449908	313	8	70	1	61	7.6e-19	67.2	pfam00226	DnaJ	64
637449908	313	225	301	3	80	8.7e-16	57.5	pfam01556	CTDII	81
637449909	665	4	603	1	594	0.0e+00	738.4	pfam00012	HSP70	602
