gene_oid	gene_length	percent_identity	query_start	query_end	subj_start	subj_end	evalue	bit_score	cog_id	cog_name	cog_length
637449807	180	30.9	12	180	11	188	2.0e-14	72.4	COG0558	Phosphatidylglycerophosphate synthase	192
637449808	203	30.38	124	199	1	79	3.0e-10	58.4	COG0695	Glutaredoxin and related proteins	80
637449811	217	42.72	2	212	1	210	1.0e-65	242	COG0177	Predicted EndoIII-related endonuclease	211
637449812	352	39.27	1	338	1	345	1.0e-85	309	COG3842	ABC-type spermidine/putrescine transport systems, ATPase components	352
637449813	184	30.32	29	183	6	160	1.0e-21	96.1	COG1528	Ferritin-like protein	167
637449815	198	21.29	40	177	47	201	1.0e-06	47.1	COG0664	cAMP-binding proteins - catabolite gene activator and regulatory subunit of cAMP-dependent protein kinases	214
637449816	268	30.61	7	248	3	242	7.0e-41	161	COG1120	ABC-type cobalamin/Fe3+-siderophores transport systems, ATPase components	258
637449831	321	33.03	13	317	9	335	2.0e-71	263	COG4448	L-asparaginase II	339
637449833	114	37.61	1	109	1	108	8.0e-23	98.8	COG0799	Uncharacterized homolog of plant Iojap protein	115
637449835	1099	66.83	13	410	1	395	0.0e+00	555	COG0458	Carbamoylphosphate synthase large subunit (split gene in MJ)	400
637449837	606	32.97	51	601	15	564	4.0e-108	385	COG1132	ABC-type multidrug transport system, ATPase and permease components	567
637449839	230	42.55	1	229	12	246	3.0e-71	261	COG0149	Triosephosphate isomerase	251
637449840	280	38.87	13	276	3	262	4.0e-69	254	COG0294	Dihydropteroate synthase and related enzymes	274
637449841	1335	34.11	1	1334	1	1251	0.0e+00	1034	COG1429	Cobalamin biosynthesis protein CobN and related Mg-chelatases	1388
637449842	282	34.66	10	282	4	265	2.0e-62	232	COG0289	Dihydrodipicolinate reductase	266
637449844	384	23.24	9	371	7	379	2.0e-35	143	COG0654	2-polyprenyl-6-methoxyphenol hydroxylase and related FAD-dependent oxidoreductases	387
637449849	1171	37.01	24	1159	7	1133	0.0e+00	1007	COG1197	Transcription-repair coupling factor (superfamily II helicase)	1139
637449850	236	27.15	21	226	15	234	4.0e-19	88.3	COG0861	Membrane protein TerC, possibly involved in tellurium resistance	254
637449851	328	41.41	1	324	2	307	3.0e-81	295	COG0223	Methionyl-tRNA formyltransferase	307
637449852	450	22.73	5	448	3	453	3.0e-51	196	COG0312	Predicted Zn-dependent proteases and their inactivated homologs	454
637449853	474	32.76	17	474	1	454	2.0e-87	316	COG0312	Predicted Zn-dependent proteases and their inactivated homologs	454
637449857	739	20.13	1	739	4	704	2.0e-48	188	COG0557	Exoribonuclease R	706
637449860	115	22.31	1	109	7	122	4.0e-06	43.4	COG0727	Predicted Fe-S-cluster oxidoreductase	132
637449861	249	24.49	3	198	1	187	1.0e-24	107	COG0637	Predicted phosphatase/phosphohexomutase	221
637449864	584	47.09	1	577	11	587	0.0e+00	529	COG0465	ATP-dependent Zn proteases	596
637449866	194	51.83	1	189	1	190	2.0e-67	248	COG0450	Peroxiredoxin	194
637449874	160	40.99	1	159	3	154	4.0e-42	164	COG0219	Predicted rRNA methylase (SpoU class)	155
637449875	182	29.89	11	173	2	173	7.0e-26	110	COG2087	Adenosyl cobinamide kinase/adenosyl cobinamide phosphate guanylyltransferase	175
637449879	511	40.29	1	511	5	547	0.0e+00	512	COG0143	Methionyl-tRNA synthetase	558
637449881	73	56.45	7	66	14	75	3.0e-17	80.3	COG0238	Ribosomal protein S18	75
637449883	821	32.41	148	820	1	650	7.0e-117	415	COG0072	Phenylalanyl-tRNA synthetase beta subunit	650
637449886	276	29.97	1	272	9	291	2.0e-28	120	COG4360	ATP adenylyltransferase (5',5'''-P-1,P-4-tetraphosphate phosphorylase II)	298
637449887	130	53.98	13	125	10	122	3.0e-35	140	COG3651	Uncharacterized protein conserved in bacteria	125
637449889	1186	40.42	329	1186	12	842	0.0e+00	850	COG1410	Methionine synthase I, cobalamin-binding domain	842
637449889	1186	44.15	15	310	16	311	2.0e-97	351	COG0646	Methionine synthase I (cobalamin-dependent), methyltransferase domain	311
637449890	304	38.23	6	291	2	284	2.0e-54	206	COG0115	Branched-chain amino acid aminotransferase/4-amino-4-deoxychorismate lyase	284
637449891	1245	31.57	17	1241	17	1250	0.0e+00	919	COG1429	Cobalamin biosynthesis protein CobN and related Mg-chelatases	1388
637449893	199	39.46	16	159	7	147	2.0e-31	129	COG1981	Predicted membrane protein	149
637449894	656	42.2	28	653	1	581	0.0e+00	533	COG0322	Nuclease subunit of the excinuclease complex	581
637449895	162	27.5	1	159	2	159	3.0e-25	108	COG1853	Conserved protein/domain typically associated with flavoprotein oxygenases, DIM6/NTAB family	176
637449896	159	53.5	1	157	3	159	4.0e-57	213	COG0669	Phosphopantetheine adenylyltransferase	159
637449899	390	32.23	6	389	3	377	1.0e-79	290	COG1104	Cysteine sulfinate desulfinase/cysteine desulfurase and related enzymes	386
637449900	286	41.49	4	283	1	270	1.0e-75	276	COG0253	Diaminopimelate epimerase	272
637449901	858	47.95	15	858	5	814	0.0e+00	935	COG0495	Leucyl-tRNA synthetase	814
637449902	526	32.81	23	461	4	429	8.0e-82	297	COG0166	Glucose-6-phosphate isomerase	446
637449903	218	37.16	23	205	1	183	5.0e-58	217	COG0299	Folate-dependent phosphoribosylglycinamide formyltransferase PurN	200
637449904	351	39.38	1	351	3	349	4.0e-95	341	COG0002	Acetylglutamate semialdehyde dehydrogenase	349
637449905	577	58.82	24	227	3	203	3.0e-86	313	COG0108	3,4-dihydroxy-2-butanone 4-phosphate synthase	203
637449906	145	47.92	4	142	2	139	2.0e-41	161	COG0652	Peptidyl-prolyl cis-trans isomerase (rotamase) - cyclophilin family	158
637449909	665	48.4	1	594	4	569	0.0e+00	564	COG0443	Molecular chaperone	579
637449911	124	23	6	100	3	102	2.0e-13	67.8	COG0633	Ferredoxin	102
637449912	282	40	21	271	6	260	6.0e-58	217	COG0483	Archaeal fructose-1,6-bisphosphatase and related enzymes of inositol monophosphatase family	260
637449913	383	22.36	11	323	16	324	4.0e-27	115	COG3705	ATP phosphoribosyltransferase involved in histidine biosynthesis	390
637449914	634	28.92	2	631	5	623	2.0e-118	420	COG0326	Molecular chaperone, HSP90 family	623
637449915	78	44.44	1	63	1	63	8.0e-13	65.3	COG0227	Ribosomal protein L28	77
637449916	177	40.76	28	176	4	155	8.0e-39	153	COG1225	Peroxiredoxin	157
637449920	637	52.95	1	626	3	623	0.0e+00	856	COG1154	Deoxyxylulose-5-phosphate synthase	627
637449921	513	49.71	3	340	7	347	4.0e-117	415	COG1171	Threonine dehydratase	347
637449922	160	30.52	3	149	11	162	2.0e-19	88.8	COG1386	Predicted transcriptional regulator containing the HTH domain	184
637449923	92	40.51	7	85	12	90	2.0e-06	44	COG0762	Predicted integral membrane protein	96
637449925	596	54.95	8	474	5	477	0.0e+00	569	COG0469	Pyruvate kinase	477
637449926	409	32.3	22	408	1	418	1.0e-27	117	COG0577	ABC-type antimicrobial peptide transport system, permease component	419
637449928	153	31.45	1	153	2	160	8.0e-21	93.4	COG0597	Lipoprotein signal peptidase	167
637449930	460	24.21	60	447	35	432	4.0e-47	182	COG0076	Glutamate decarboxylase and related PLP-dependent proteins	460
637449931	165	36.99	16	160	7	152	7.0e-31	126	COG0590	Cytosine/adenosine deaminases	152
637449932	394	41.32	24	385	4	363	1.0e-109	390	COG0075	Serine-pyruvate aminotransferase/archaeal aspartate aminotransferase	383
637449933	473	43.25	4	472	2	442	0.0e+00	497	COG0174	Glutamine synthetase	443
637449934	351	24.45	144	351	21	237	9.0e-22	98	COG2226	Methylase involved in ubiquinone/menaquinone biosynthesis	238
637449938	350	30.29	1	288	1	289	2.0e-31	129	COG2603	Predicted ATPase	334
637449940	347	23.98	5	345	16	342	9.0e-22	98	COG0628	Predicted permease	355
637449941	305	32.89	6	304	10	288	2.0e-45	176	COG0341	Preprotein translocase subunit SecF	305
637449942	486	38.33	28	480	106	506	4.0e-82	299	COG0342	Preprotein translocase subunit SecD	506
637449943	327	51.71	6	325	4	324	6.0e-128	450	COG0022	Pyruvate/2-oxoglutarate dehydrogenase complex, dehydrogenase (E1) component, eukaryotic type, beta subunit	324
637449945	312	35.08	6	310	1	289	5.0e-63	234	COG1947	4-diphosphocytidyl-2C-methyl-D-erythritol 2-phosphate synthase	289
637449946	277	36.02	9	269	5	254	4.0e-56	211	COG0030	Dimethyladenosine transferase (rRNA methylation)	259
637449948	137	34.42	6	136	2	155	2.0e-28	118	COG1576	Uncharacterized conserved protein	155
637449950	430	27.16	11	339	3	326	2.0e-53	203	COG0389	Nucleotidyltransferase/DNA polymerase involved in DNA repair	354
637449952	678	31.2	5	596	2	568	1.0e-94	341	COG0358	DNA primase (bacterial type)	568
637449953	295	17.63	7	294	1	292	1.0e-06	47.6	COG0697	Permeases of the drug/metabolite transporter (DMT) superfamily	292
637449955	219	27.23	1	213	1	197	7.0e-29	120	COG0632	Holliday junction resolvasome, DNA-binding subunit	201
637449956	89	46.59	1	88	1	88	4.0e-21	92.9	COG0184	Ribosomal protein S15P/S13E	89
637449958	1165	47.71	1	1161	2	1139	0.0e+00	1220	COG0587	DNA polymerase III, alpha subunit	1139
637449959	484	49.26	7	471	13	465	0.0e+00	517	COG0154	Asp-tRNAAsn/Glu-tRNAGln amidotransferase A subunit and related amidases	475
637449961	428	37.7	172	422	5	250	8.0e-60	224	COG0566	rRNA methylases	260
637449962	130	35.45	20	125	16	124	4.0e-19	87.3	COG1939	Uncharacterized protein conserved in bacteria	132
637449963	130	33.65	24	125	8	111	1.0e-10	58.9	COG1366	Anti-anti-sigma regulatory factor (antagonist of anti-sigma factor)	117
637449964	380	50	6	376	1	362	0.0e+00	494	COG0505	Carbamoylphosphate synthase small subunit	368
637449965	343	40.6	9	343	6	338	1.0e-91	330	COG0547	Anthranilate phosphoribosyltransferase	338
637449967	581	34.62	6	573	4	564	3.0e-104	372	COG1132	ABC-type multidrug transport system, ATPase and permease components	567
637449968	242	46.91	34	195	1	160	6.0e-53	200	COG0225	Peptide methionine sulfoxide reductase	174
637449970	266	34.96	1	264	4	265	3.0e-48	185	COG1968	Uncharacterized bacitracin resistance protein	270
637449973	318	26.96	54	277	29	257	4.0e-25	108	COG4240	Predicted kinase	300
637449974	267	31.9	6	223	7	236	5.0e-27	114	COG3769	Predicted hydrolase (HAD superfamily)	274
637449977	569	72.66	2	568	1	567	0.0e+00	1014	COG0804	Urea amidohydrolase (urease) alpha subunit	568
637449978	106	65.69	4	105	1	102	1.0e-40	158	COG0832	Urea amidohydrolase (urease) beta subunit	106
637449979	100	68.69	1	99	1	99	1.0e-41	160	COG0831	Urea amidohydrolase (urease) gamma subunit	100
637449980	297	28.37	1	279	1	261	3.0e-39	155	COG0829	Urease accessory protein UreH	269
637449981	154	36.22	22	148	21	146	2.0e-22	98.8	COG2371	Urease accessory protein UreE	155
637449982	228	23.71	4	228	6	229	8.0e-26	110	COG0830	Urease accessory protein UreF	229
637449983	201	50.26	5	194	14	196	1.0e-55	209	COG0378	Ni2+-binding GTPase involved in regulation of expression and maturation of urease and hydrogenase	202
637449984	439	30.27	39	401	3	360	3.0e-59	223	COG0683	ABC-type branched-chain amino acid transport systems, periplasmic component	366
637449986	378	30.97	8	343	1	309	2.0e-46	180	COG4177	ABC-type branched-chain amino acid transport system, permease component	314
637449987	251	52.82	5	251	2	249	3.0e-89	321	COG4674	Uncharacterized ABC-type transport system, ATPase component	249
637449988	236	48.73	4	236	3	237	1.0e-78	285	COG0410	ABC-type branched-chain amino acid transport systems, ATPase component	237
637449990	329	45.68	5	328	3	325	7.0e-88	317	COG4586	ABC-type uncharacterized transport system, ATPase component	325
637449991	263	35.25	8	262	7	267	4.0e-37	148	COG4587	ABC-type uncharacterized transport system, permease component	268
637449992	264	36.26	3	264	1	260	3.0e-45	175	COG3694	ABC-type uncharacterized transport system, permease component	260
637449995	270	25.7	20	267	8	256	2.0e-12	67	COG0730	Predicted permeases	258
637450007	232	28.57	4	161	1	161	3.0e-29	121	COG3340	Peptidase E	224
637450016	869	26.86	12	863	10	859	1.0e-117	418	COG0308	Aminopeptidase N	859
637450018	390	51.71	8	388	12	392	0.0e+00	503	COG0027	Formate-dependent phosphoribosylglycinamide formyltransferase (GAR transformylase)	394
637450020	170	41.98	12	168	1	160	1.0e-43	169	COG0386	Glutathione peroxidase	162
637450023	340	43.13	20	329	8	318	3.0e-76	279	COG0042	tRNA-dihydrouridine synthase	323
637450026	137	23.31	4	136	7	135	1.0e-17	82.2	COG0824	Predicted thioesterase	137
637450029	134	25	3	126	2	120	5.0e-09	53.3	COG3686	Predicted membrane protein	125
637450032	94	25	1	84	1	83	3.0e-07	46.8	COG5470	Uncharacterized conserved protein	96
637450040	135	18.66	1	132	1	133	6.0e-11	60	COG1765	Predicted redox protein, regulator of disulfide bond formation	137
637450041	131	30.66	8	130	1	136	4.0e-17	80.4	COG4446	Uncharacterized protein conserved in bacteria	141
637450044	262	34.29	12	255	18	262	1.0e-25	110	COG1108	ABC-type Mn2+/Zn2+ transport systems, permease components	274
637450045	131	30.95	7	131	19	144	4.0e-19	86.9	COG0735	Fe2+/Zn2+ uptake regulation proteins	145
637450046	249	35.15	1	237	2	225	6.0e-53	200	COG1121	ABC-type Mn/Zn transport systems, ATPase component	254
637450049	357	21.62	36	357	126	453	1.0e-16	81.4	COG2319	FOG: WD40 repeat	466
637450053	481	49.9	5	479	2	476	0.0e+00	581	COG2308	Uncharacterized conserved protein	488
637450054	318	37.26	2	311	1	307	5.0e-66	244	COG2307	Uncharacterized protein conserved in bacteria	313
637450055	286	28.63	1	250	11	272	8.0e-31	127	COG1305	Transglutaminase-like enzymes, putative cysteine proteases	319
637450059	325	25.84	56	318	1	293	1.0e-21	97.2	COG0524	Sugar kinases, ribokinase family	311
637450061	409	19.47	41	407	35	388	7.0e-08	52.1	COG2814	Arabinose efflux permease	394
637450062	520	21.2	203	463	45	314	9.0e-16	78.5	COG4188	Predicted dienelactone hydrolase	365
637450063	340	40.84	8	340	1	315	7.0e-72	264	COG0601	ABC-type dipeptide/oligopeptide/nickel transport systems, permease components	317
637450064	523	23.02	5	490	18	521	1.0e-48	188	COG0747	ABC-type dipeptide transport system, periplasmic component	556
637450066	433	40.41	1	328	1	333	5.0e-88	318	COG0460	Homoserine dehydrogenase	333
637450067	141	32.31	8	135	10	139	1.0e-27	115	COG2166	SufE protein probably involved in Fe-S center assembly	144
637450068	185	26.32	3	184	1	188	7.0e-19	87.3	COG0212	5-formyltetrahydrofolate cyclo-ligase	191
637450069	157	39.33	4	152	1	149	4.0e-39	154	COG0817	Holliday junction resolvasome, endonuclease subunit	160
637450070	362	53.82	7	346	11	350	1.0e-108	386	COG1239	Mg-chelatase subunit ChlI	423
637450071	247	33.47	7	241	4	236	7.0e-52	197	COG0565	rRNA methylase	242
637450074	195	33.84	5	194	2	185	2.0e-33	135	COG0742	N6-adenine-specific methylase	187
637450075	205	43.69	1	205	1	204	2.0e-62	231	COG0118	Glutamine amidotransferase	204
637450078	867	49.17	12	850	1	800	0.0e+00	913	COG0188	Type IIA topoisomerase (DNA gyrase/topo II, topoisomerase IV), A subunit	804
637450079	403	21.17	1	379	1	377	1.0e-10	61.3	COG0644	Dehydrogenases (flavoproteins)	396
637450080	527	42.14	12	520	3	496	5.0e-125	442	COG1543	Uncharacterized conserved protein	504
637450081	546	52.59	7	428	2	407	4.0e-123	435	COG0119	Isopropylmalate/homocitrate/citramalate synthases	409
637450084	298	48.08	4	290	2	283	5.0e-90	324	COG0190	5,10-methylene-tetrahydrofolate dehydrogenase/Methenyl tetrahydrofolate cyclohydrolase	283
637450085	300	40.73	10	299	2	321	1.0e-67	250	COG0142	Geranylgeranyl pyrophosphate synthase	322
637450086	159	42.38	1	147	1	151	7.0e-31	126	COG1963	Uncharacterized protein conserved in bacteria	153
637450087	464	31.83	4	457	4	451	2.0e-98	352	COG1797	Cobyrinic acid a,c-diamide synthase	451
637450088	433	24	117	389	33	288	3.0e-26	113	COG3429	Glucose-6-P dehydrogenase subunit	314
637450089	507	47.98	15	507	1	483	0.0e+00	617	COG0364	Glucose-6-phosphate 1-dehydrogenase	483
637450096	331	54.75	18	331	1	314	6.0e-116	410	COG0462	Phosphoribosylpyrophosphate synthetase	314
637450097	506	31.15	2	503	6	514	1.0e-97	350	COG1640	4-alpha-glucanotransferase	520
637450099	552	32.34	17	486	17	476	3.0e-99	356	COG0661	Predicted unusual protein kinase	517
637450100	465	23.71	18	447	29	521	1.0e-55	210	COG1982	Arginine/lysine/ornithine decarboxylases	557
637450101	285	31.45	1	281	4	264	2.0e-26	113	COG0575	CDP-diglyceride synthetase	265
637450102	299	21.35	55	297	18	279	2.0e-18	87.1	COG0596	Predicted hydrolases or acyltransferases (alpha/beta hydrolase superfamily)	282
637450103	364	27	1	353	3	351	7.0e-63	234	COG0371	Glycerol dehydrogenase and related enzymes	360
637450104	842	54.13	4	826	1	782	0.0e+00	946	COG0542	ATPases with chaperone activity, ATP-binding subunit	786
637450105	144	22.36	1	142	11	171	7.0e-13	66.6	COG0456	Acetyltransferases	177
637450106	457	38.52	25	426	2	394	4.0e-97	348	COG0019	Diaminopimelate decarboxylase	394
637450107	296	37.1	1	246	6	247	1.0e-43	170	COG1624	Uncharacterized conserved protein	247
637450108	272	56.22	20	252	13	245	4.0e-87	314	COG0020	Undecaprenyl pyrophosphate synthase	245
637450109	335	51.54	7	327	5	325	7.0e-97	347	COG0502	Biotin synthase and related enzymes	335
637450110	310	39.2	6	305	5	299	5.0e-84	304	COG1054	Predicted sulfurtransferase	308
637450112	299	47.3	4	299	13	297	3.0e-109	388	COG0320	Lipoate synthase	306
637450113	199	50.76	3	198	2	198	2.0e-69	255	COG0353	Recombinational DNA repair protein (RecF pathway)	198
637450115	590	37.67	7	590	1	567	2.0e-119	423	COG1132	ABC-type multidrug transport system, ATPase and permease components	567
637450117	592	39.11	39	527	18	513	7.0e-113	401	COG0513	Superfamily II DNA and RNA helicases	513
637450119	1209	20.29	10	1171	16	1139	1.0e-89	325	COG1074	ATP-dependent exoDNAse (exonuclease V) beta subunit (contains helicase and exonuclease domains)	1139
637450121	1057	19.58	1	1036	1	1057	3.0e-51	197	COG1330	Exonuclease V gamma subunit	1078
637450123	238	56.3	2	235	1	238	2.0e-84	305	COG0854	Pyridoxal phosphate biosynthesis protein	243
637450124	225	24	2	221	17	231	2.0e-16	79.2	COG0204	1-acyl-sn-glycerol-3-phosphate acyltransferase	255
637450126	76	43.24	3	75	2	72	2.0e-11	60.3	COG5007	Predicted transcriptional regulator, BolA superfamily	80
637450127	107	52.94	2	102	1	102	2.0e-35	140	COG0278	Glutaredoxin-related protein	105
637450129	245	37.99	26	243	2	228	1.0e-35	143	COG0745	Response regulators consisting of a CheY-like receiver domain and a winged-helix DNA-binding domain	229
637450131	533	25.29	25	520	2	479	1.0e-77	284	COG1233	Phytoene dehydrogenase and related proteins	487
637450132	470	54.39	1	456	1	438	0.0e+00	606	COG1206	NAD(FAD)-utilizing enzyme possibly involved in translation	439
637450139	171	35.29	1	167	5	174	3.0e-27	114	COG0503	Adenine/guanine phosphoribosyltransferases and related PRPP-binding proteins	179
637450141	234	25.26	44	227	14	196	8.0e-10	57.6	COG2370	Hydrogenase/urease accessory protein	201
637450144	671	30	1	342	7	360	7.0e-52	199	COG1835	Predicted acyltransferases	386
637450150	567	31.67	43	567	11	488	1.0e-79	291	COG0397	Uncharacterized conserved protein	488
637450156	363	55.91	1	363	2	372	0.0e+00	465	COG0012	Predicted GTPase, probable translation factor	372
637450157	353	23.63	1	346	1	356	4.0e-26	112	COG0845	Membrane-fusion protein	372
637450158	976	37.19	8	321	8	303	3.0e-49	190	COG0258	5'-3' exonuclease (including N-terminal domain of PolI)	310
637450158	976	44.87	380	976	22	593	0.0e+00	594	COG0749	DNA polymerase I - 3'-5' exonuclease and polymerase domains	593
637450159	492	46.67	1	492	1	464	0.0e+00	540	COG0215	Cysteinyl-tRNA synthetase	464
637450160	404	53.94	2	394	7	380	0.0e+00	508	COG0743	1-deoxy-D-xylulose 5-phosphate reductoisomerase	385
637450161	109	37.93	49	106	3	60	2.0e-13	67.6	COG3411	Ferredoxin	64
637450162	363	28.08	19	360	18	337	1.0e-33	137	COG0429	Predicted hydrolase of the alpha/beta-hydrolase fold	345
637450163	478	42.58	13	470	11	463	7.0e-125	440	COG1282	NAD/NADP transhydrogenase beta subunit	463
637450165	376	43.68	3	366	1	355	2.0e-96	346	COG3288	NAD/NADP transhydrogenase alpha subunit	356
637450168	458	49.84	13	319	6	304	7.0e-89	321	COG0492	Thioredoxin reductase	305
637450169	88	49.28	2	70	7	73	5.0e-14	69.4	COG0361	Translation initiation factor 1 (IF-1)	75
637450170	320	25	1	216	1	213	8.0e-23	101	COG0702	Predicted nucleoside-diphosphate-sugar epimerases	275
637450172	340	19.87	38	335	1	280	5.0e-23	102	COG0596	Predicted hydrolases or acyltransferases (alpha/beta hydrolase superfamily)	282
637450173	174	55.9	1	161	3	163	2.0e-47	181	COG0440	Acetolactate synthase, small (regulatory) subunit	163
637450174	177	24.7	6	170	1	136	2.0e-18	85.7	COG0652	Peptidyl-prolyl cis-trans isomerase (rotamase) - cyclophilin family	158
637450178	208	35.44	1	206	4	189	7.0e-43	166	COG0424	Nucleotide-binding protein implicated in inhibition of septum formation	193
637450179	509	41.28	11	508	1	481	0.0e+00	472	COG1492	Cobyric acid synthase	486
637450184	340	21.75	45	340	1	299	9.0e-30	124	COG1840	ABC-type Fe3+ transport system, periplasmic component	299
637450185	289	60.41	1	289	5	297	0.0e+00	482	COG0752	Glycyl-tRNA synthetase, alpha subunit	298
637450191	174	26.32	1	169	2	150	5.0e-18	84.3	COG0716	Flavodoxins	151
637450193	90	49.41	6	90	5	89	4.0e-09	53.3	COG4095	Uncharacterized conserved protein	89
637450195	261	26.4	5	253	58	303	7.0e-15	74.6	COG0679	Predicted permeases	311
637450197	601	27.37	5	473	2	445	2.0e-40	161	COG1807	4-amino-4-deoxy-L-arabinose transferase and related glycosyltransferases of PMT family	535
637450198	364	18.35	10	356	6	380	4.0e-21	95.9	COG0438	Glycosyltransferase	381
637450200	269	41.7	5	243	53	296	4.0e-56	211	COG0616	Periplasmic serine proteases (ClpP class)	317
637450201	127	38.94	14	125	6	118	1.0e-24	105	COG4401	Chorismate mutase	125
637450207	488	27.86	99	466	109	488	8.0e-47	181	COG0464	ATPases of the AAA+ class	494
637450208	424	49.65	1	417	1	420	0.0e+00	505	COG0172	Seryl-tRNA synthetase	429
637450209	359	29.79	1	351	3	374	9.0e-34	137	COG0750	Predicted membrane-associated Zn-dependent proteases 1	375
637450210	100	54.1	40	100	1	61	4.0e-14	69.9	COG0199	Ribosomal protein S14	61
637450211	721	51.07	1	703	2	692	0.0e+00	842	COG1185	Polyribonucleotide nucleotidyltransferase (polynucleotide phosphorylase)	692
637450212	313	27.5	27	303	9	274	1.0e-41	163	COG1218	3'-Phosphoadenosine 5'-phosphosulfate (PAPS) 3'-phosphatase	276
637450213	287	43.8	13	286	1	270	1.0e-80	293	COG0313	Predicted methyltransferases	275
637450216	485	40.94	354	480	1	127	3.0e-30	126	COG0662	Mannose-6-phosphate isomerase	127
637450216	485	43.58	10	343	1	331	3.0e-112	399	COG0836	Mannose-1-phosphate guanylyltransferase	333
637450220	370	18.32	240	368	6	136	9.0e-08	51.4	COG2246	Predicted membrane protein	139
637450221	317	20.14	1	286	1	279	3.0e-12	66.3	COG0463	Glycosyltransferases involved in cell wall biogenesis	291
637450222	349	31.05	1	344	1	315	4.0e-48	185	COG1088	dTDP-D-glucose 4,6-dehydratase	340
637450223	284	25.67	2	251	1	256	3.0e-32	132	COG0451	Nucleoside-diphosphate-sugar epimerases	314
637450224	360	22.59	14	340	1	312	5.0e-37	148	COG0451	Nucleoside-diphosphate-sugar epimerases	314
637450226	399	28.25	1	399	1	374	2.0e-73	269	COG0399	Predicted pyridoxal phosphate-dependent enzyme apparently involved in regulation of cell wall biogenesis	374
637450228	317	28.7	11	315	3	311	3.0e-41	162	COG0451	Nucleoside-diphosphate-sugar epimerases	314
637450229	357	66.86	4	350	2	338	0.0e+00	527	COG1089	GDP-D-mannose dehydratase	345
637450230	363	39.66	3	348	2	329	3.0e-108	385	COG1087	UDP-glucose 4-epimerase	329
637450231	341	26.67	4	338	3	311	3.0e-47	182	COG0451	Nucleoside-diphosphate-sugar epimerases	314
637450233	230	26.88	46	226	3	183	2.0e-10	59.6	COG4627	Uncharacterized protein conserved in bacteria	185
637450234	386	17.46	49	384	56	378	5.0e-11	62.3	COG0438	Glycosyltransferase	381
637450235	216	29.51	21	201	1	181	5.0e-23	101	COG0241	Histidinol phosphatase and related phosphatases	181
637450236	407	28.54	8	395	6	394	1.0e-60	227	COG0579	Predicted dehydrogenase	429
637450238	203	35.88	2	169	3	158	1.0e-28	119	COG0279	Phosphoheptose isomerase	176
637450240	315	26.02	1	297	1	312	2.0e-36	146	COG0451	Nucleoside-diphosphate-sugar epimerases	314
637450241	319	18.84	4	289	1	266	5.0e-14	72.1	COG1216	Predicted glycosyltransferases	305
637450242	366	18.41	7	347	1	359	1.0e-12	67.7	COG0438	Glycosyltransferase	381
637450243	327	18.15	13	289	11	289	7.0e-12	65.2	COG0463	Glycosyltransferases involved in cell wall biogenesis	291
637450244	382	17.22	5	382	1	378	9.0e-14	71.6	COG0438	Glycosyltransferase	381
637450248	325	30.34	8	325	5	314	1.0e-32	134	COG0472	UDP-N-acetylmuramyl pentapeptide phosphotransferase/UDP-N-acetylglucosamine-1-phosphate transferase	319
637450250	324	36.88	35	294	33	293	2.0e-67	249	COG1071	Pyruvate/2-oxoglutarate dehydrogenase complex, dehydrogenase (E1) component, eukaryotic type, alpha subunit	358
637450251	309	24.16	1	304	2	318	1.0e-29	123	COG0022	Pyruvate/2-oxoglutarate dehydrogenase complex, dehydrogenase (E1) component, eukaryotic type, beta subunit	324
637450254	279	23.53	5	236	2	229	1.0e-24	106	COG1091	dTDP-4-dehydrorhamnose reductase	281
637450255	343	33.61	1	341	3	365	3.0e-68	252	COG1062	Zn-dependent alcohol dehydrogenases, class III	366
637450256	276	46.38	11	245	10	243	3.0e-77	282	COG3959	Transketolase, N-terminal subunit	243
637450257	305	34.85	1	305	9	311	9.0e-72	263	COG3958	Transketolase, C-terminal subunit	312
637450260	594	24.65	28	591	138	688	4.0e-69	256	COG2274	ABC-type bacteriocin/lantibiotic exporters, contain an N-terminal double-glycine peptidase domain	709
637450264	281	23.53	34	229	33	210	5.0e-11	61.8	COG2227	2-polyprenyl-3-methyl-5-hydroxy-6-metoxy-1,4-benzoquinol methylase	243
637450267	610	42.23	1	591	1	553	0.0e+00	601	COG2192	Predicted carbamoyl transferase, NodU family	555
637450272	617	45.04	4	598	2	553	0.0e+00	642	COG2192	Predicted carbamoyl transferase, NodU family	555
637450275	324	20.5	4	275	1	275	4.0e-08	52.5	COG0463	Glycosyltransferases involved in cell wall biogenesis	291
637450278	292	20.8	1	250	1	247	1.0e-10	60.5	COG0463	Glycosyltransferases involved in cell wall biogenesis	291
637450279	329	25.74	1	323	1	322	4.0e-31	129	COG1088	dTDP-D-glucose 4,6-dehydratase	340
637450280	382	38.84	30	382	15	374	2.0e-88	319	COG0399	Predicted pyridoxal phosphate-dependent enzyme apparently involved in regulation of cell wall biogenesis	374
637450281	388	36.29	22	383	1	369	2.0e-82	299	COG0399	Predicted pyridoxal phosphate-dependent enzyme apparently involved in regulation of cell wall biogenesis	374
637450282	311	31.45	1	308	1	313	8.0e-47	180	COG0451	Nucleoside-diphosphate-sugar epimerases	314
637450283	474	37.95	8	445	2	410	2.0e-97	350	COG1004	Predicted UDP-glucose 6-dehydrogenase	414
